"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"52","GO:0045229","external encapsulating structure organiz...",393,3,1.24,1,"BP"
"53","GO:0022622","root system development",326,2,1.03,1,"BP"
"54","GO:0006351","DNA-templated transcription",1544,7,4.88,1,"BP"
"55","GO:0007049","cell cycle",497,2,1.57,1,"BP"
"56","GO:0071840","cellular component organization or bioge...",2277,6,7.19,1,"BP"
"57","GO:0042221","response to chemical",1782,10,5.63,1,"BP"
"58","GO:0022402","cell cycle process",335,2,1.06,1,"BP"
"59","GO:0023051","regulation of signaling",304,2,0.96,1,"BP"
"60","GO:0023052","signaling",1170,9,3.69,1,"BP"
"61","GO:0019752","carboxylic acid metabolic process",770,2,2.43,1,"BP"
"62","GO:0009755","hormone-mediated signaling pathway",657,5,2.07,1,"BP"
"63","GO:0007275","multicellular organism development",1568,2,4.95,1,"BP"
"64","GO:0018130","heterocycle biosynthetic process",1942,8,6.13,1,"BP"
"65","GO:0050789","regulation of biological process",3350,19,10.58,1,"BP"
"66","GO:0060255","regulation of macromolecule metabolic pr...",1909,8,6.03,1,"BP"
"67","GO:0048869","cellular developmental process",473,2,1.49,1,"BP"
"68","GO:0009725","response to hormone",962,6,3.04,1,"BP"
"69","GO:0016125","sterol metabolic process",56,2,0.18,1,"BP"
"70","GO:0010154","fruit development",367,2,1.16,1,"BP"
"71","GO:0008104","protein localization",672,4,2.12,1,"BP"
"72","GO:0048856","anatomical structure development",1841,4,5.81,1,"BP"
"73","GO:0009966","regulation of signal transduction",298,2,0.94,1,"BP"
"74","GO:0017018","myosin phosphatase activity",109,2,0.39,0.0566,"MF"
"75","GO:0000287","magnesium ion binding",117,2,0.41,0.0641,"MF"
"76","GO:0003700","DNA-binding transcription factor activit...",853,6,3.01,0.1157,"MF"
"77","GO:0042803","protein homodimerization activity",170,2,0.6,0.121,"MF"
"78","GO:0106310","protein serine kinase activity",573,4,2.02,0.1427,"MF"
"79","GO:0030246","carbohydrate binding",249,3,0.88,0.1536,"MF"
"80","GO:0004674","protein serine/threonine kinase activity",677,5,2.39,0.1933,"MF"
"81","GO:0046872","metal ion binding",2896,14,10.23,0.1958,"MF"
"82","GO:0051536","iron-sulfur cluster binding",126,2,0.45,0.2164,"MF"
"83","GO:0046983","protein dimerization activity",428,4,1.51,0.2204,"MF"
"84","GO:0003677","DNA binding",1658,8,5.86,0.2419,"MF"
"85","GO:0003676","nucleic acid binding",3033,13,10.72,0.349,"MF"
"86","GO:0000976","transcription cis-regulatory region bind...",405,2,1.43,0.4215,"MF"
"87","GO:0003729","mRNA binding",452,2,1.6,0.478,"MF"
"88","GO:0016705","oxidoreductase activity, acting on paire...",241,2,0.85,0.4785,"MF"
"89","GO:0005524","ATP binding",1923,7,6.79,0.5297,"MF"
"90","GO:0043565","sequence-specific DNA binding",638,3,2.25,0.5382,"MF"
"91","GO:0008270","zinc ion binding",578,2,2.04,0.6123,"MF"
"92","GO:0004553","hydrolase activity, hydrolyzing O-glycos...",293,2,1.04,0.6184,"MF"
"93","GO:0005515","protein binding",3321,12,11.73,0.8938,"MF"
"94","GO:0003723","RNA binding",1256,3,4.44,0.9459,"MF"
"95","GO:0005488","binding",8808,37,31.12,1,"MF"
"96","GO:0097159","organic cyclic compound binding",5487,22,19.39,1,"MF"
"97","GO:0016301","kinase activity",1129,6,3.99,1,"MF"
"98","GO:0097367","carbohydrate derivative binding",2220,7,7.84,1,"MF"
"99","GO:0017076","purine nucleotide binding",2284,7,8.07,1,"MF"
"100","GO:0042802","identical protein binding",252,2,0.89,1,"MF"
"101","GO:0043177","organic acid binding",78,2,0.28,1,"MF"
"102","GO:0016791","phosphatase activity",261,3,0.92,1,"MF"
"103","GO:0016798","hydrolase activity, acting on glycosyl b...",330,2,1.17,1,"MF"
"104","GO:0016740","transferase activity",2963,9,10.47,1,"MF"
"105","GO:0042578","phosphoric ester hydrolase activity",311,3,1.1,1,"MF"
"106","GO:0003690","double-stranded DNA binding",488,2,1.72,1,"MF"
"107","GO:0003824","catalytic activity",6799,21,24.02,1,"MF"
"108","GO:0030554","adenyl nucleotide binding",2094,7,7.4,1,"MF"
"109","GO:0140110","transcription regulator activity",922,6,3.26,1,"MF"
"110","GO:0001067","transcription regulatory region nucleic ...",405,2,1.43,1,"MF"
"111","GO:0016491","oxidoreductase activity",1107,2,3.91,1,"MF"
"112","GO:1990837","sequence-specific double-stranded DNA bi...",419,2,1.48,1,"MF"
"113","GO:0004672","protein kinase activity",834,5,2.95,1,"MF"
"114","GO:0008289","lipid binding",237,2,0.84,1,"MF"
"115","GO:0016853","isomerase activity",249,2,0.88,1,"MF"
"116","GO:0051540","metal cluster binding",126,2,0.45,1,"MF"
"117","GO:1901265","nucleoside phosphate binding",2452,7,8.66,1,"MF"
"118","GO:0035639","purine ribonucleoside triphosphate bindi...",2113,7,7.47,1,"MF"
"119","GO:0043167","ion binding",4948,21,17.48,1,"MF"
"120","GO:0016787","hydrolase activity",2402,9,8.49,1,"MF"
"121","GO:0043168","anion binding",2528,9,8.93,1,"MF"
"122","GO:0016788","hydrolase activity, acting on ester bond...",720,5,2.54,1,"MF"
"123","GO:0043169","cation binding",2919,14,10.31,1,"MF"
"124","GO:0046914","transition metal ion binding",901,3,3.18,1,"MF"
"125","GO:0031406","carboxylic acid binding",78,2,0.28,1,"MF"
"126","GO:0016772","transferase activity, transferring phosp...",1291,6,4.56,1,"MF"
"127","GO:0032553","ribonucleotide binding",2189,7,7.73,1,"MF"
"128","GO:0016773","phosphotransferase activity, alcohol gro...",973,6,3.44,1,"MF"
"129","GO:0032555","purine ribonucleotide binding",2168,7,7.66,1,"MF"
"130","GO:0140096","catalytic activity, acting on a protein",2071,9,7.32,1,"MF"
"131","GO:0004721","phosphoprotein phosphatase activity",146,2,0.52,1,"MF"
"132","GO:0004722","protein serine/threonine phosphatase act...",111,2,0.39,1,"MF"
"133","GO:0000166","nucleotide binding",2452,7,8.66,1,"MF"
"134","GO:0032559","adenyl ribonucleotide binding",1978,7,6.99,1,"MF"
"135","GO:0036094","small molecule binding",2619,9,9.25,1,"MF"
"136","GO:1901363","heterocyclic compound binding",5477,22,19.35,1,"MF"
"137","GO:0003674","molecular_function",12453,44,44,1,"MF"
"138","GO:0009536","plastid",1660,5,5.04,0.0125,"CC"
"139","GO:0005886","plasma membrane",1656,8,5.03,0.1884,"CC"
"140","GO:0005576","extracellular region",759,4,2.3,0.1966,"CC"
"141","GO:0005794","Golgi apparatus",735,4,2.23,0.2882,"CC"
"142","GO:0009570","chloroplast stroma",353,2,1.07,0.2909,"CC"
"143","GO:0000139","Golgi membrane",376,2,1.14,0.3169,"CC"
"144","GO:0010008","endosome membrane",144,2,0.44,0.3291,"CC"
"145","GO:0005634","nucleus",3988,13,12.11,0.4372,"CC"
"146","GO:0005783","endoplasmic reticulum",774,2,2.35,0.6537,"CC"
"147","GO:0005737","cytoplasm",6561,19,19.92,0.7922,"CC"
"148","GO:0016020","membrane",5592,17,16.97,0.8069,"CC"
"149","GO:0005829","cytosol",1191,3,3.62,0.8782,"CC"
"150","GO:0005739","mitochondrion",1000,2,3.04,0.8936,"CC"
"151","GO:0009532","plastid stroma",359,2,1.09,1,"CC"
"152","GO:0043226","organelle",8311,27,25.23,1,"CC"
"153","GO:0043227","membrane-bounded organelle",7900,27,23.98,1,"CC"
"154","GO:0030054","cell junction",287,2,0.87,1,"CC"
"155","GO:0043229","intracellular organelle",8285,27,25.15,1,"CC"
"156","GO:0031410","cytoplasmic vesicle",495,3,1.5,1,"CC"
"157","GO:0098588","bounding membrane of organelle",1088,4,3.3,1,"CC"
"158","GO:0032991","protein-containing complex",2042,5,6.2,1,"CC"
"159","GO:0005622","intracellular anatomical structure",9342,30,28.36,1,"CC"
"160","GO:0005768","endosome",303,2,0.92,1,"CC"
"161","GO:0005575","cellular_component",12519,38,38,1,"CC"
"162","GO:0043231","intracellular membrane-bounded organelle",7864,27,23.87,1,"CC"
"163","GO:0097708","intracellular vesicle",498,3,1.51,1,"CC"
"164","GO:0009507","chloroplast",1510,2,4.58,1,"CC"
"165","GO:0071944","cell periphery",1806,8,5.48,1,"CC"
"166","GO:0031090","organelle membrane",1879,6,5.7,1,"CC"
"167","GO:0110165","cellular anatomical entity",12396,38,37.63,1,"CC"
"168","GO:0031982","vesicle",531,3,1.61,1,"CC"
"169","GO:0098796","membrane protein complex",371,2,1.13,1,"CC"
"170","GO:0012505","endomembrane system",1665,7,5.05,1,"CC"
"171","GO:0012506","vesicle membrane",224,3,0.68,1,"CC"
"172","GO:0030659","cytoplasmic vesicle membrane",219,3,0.66,1,"CC"
