"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"46","GO:0006970","response to osmotic stress",308,6,3.05,0.35514,"BP"
"47","GO:0090697","post-embryonic plant organ morphogenesis",89,3,0.88,0.35728,"BP"
"48","GO:0016042","lipid catabolic process",194,3,1.92,0.3641,"BP"
"49","GO:0034220","monoatomic ion transmembrane transport",303,3,3,0.3935,"BP"
"50","GO:0009734","auxin-activated signaling pathway",178,3,1.76,0.41519,"BP"
"51","GO:0016114","terpenoid biosynthetic process",111,3,1.1,0.42355,"BP"
"52","GO:0006511","ubiquitin-dependent protein catabolic pr...",241,3,2.38,0.42732,"BP"
"53","GO:0031347","regulation of defense response",200,3,1.98,0.4482,"BP"
"54","GO:0006520","amino acid metabolic process",312,7,3.09,0.45586,"BP"
"55","GO:0009742","brassinosteroid mediated signaling pathw...",88,2,0.87,0.46929,"BP"
"56","GO:0006979","response to oxidative stress",259,3,2.56,0.47395,"BP"
"57","GO:0035556","intracellular signal transduction",350,5,3.46,0.51004,"BP"
"58","GO:0045893","positive regulation of DNA-templated tra...",274,3,2.71,0.51148,"BP"
"59","GO:0016310","phosphorylation",1035,11,10.23,0.51521,"BP"
"60","GO:0006357","regulation of transcription by RNA polym...",269,3,2.66,0.69134,"BP"
"61","GO:0048364","root development",326,5,3.22,0.70687,"BP"
"62","GO:0004014","adenosylmethionine decarboxylase activit...",3,2,0.03,3e-04,"MF"
"63","GO:0003735","structural constituent of ribosome",204,8,2.06,0.0011,"MF"
"64","GO:0043565","sequence-specific DNA binding",638,11,6.46,0.0018,"MF"
"65","GO:0017018","myosin phosphatase activity",109,5,1.1,0.0049,"MF"
"66","GO:0020037","heme binding",241,7,2.44,0.0112,"MF"
"67","GO:0140825","lactoperoxidase activity",63,3,0.64,0.0259,"MF"
"68","GO:0003700","DNA-binding transcription factor activit...",853,13,8.63,0.0749,"MF"
"69","GO:0043021","ribonucleoprotein complex binding",64,2,0.65,0.1234,"MF"
"70","GO:0106310","protein serine kinase activity",573,9,5.8,0.1265,"MF"
"71","GO:0005507","copper ion binding",65,2,0.66,0.1403,"MF"
"72","GO:0005096","GTPase activator activity",70,2,0.71,0.1579,"MF"
"73","GO:0005506","iron ion binding",207,4,2.09,0.158,"MF"
"74","GO:0003729","mRNA binding",452,8,4.57,0.158,"MF"
"75","GO:0030170","pyridoxal phosphate binding",71,2,0.72,0.1614,"MF"
"76","GO:0140359","ABC-type transporter activity",74,2,0.75,0.1722,"MF"
"77","GO:0051119","sugar transmembrane transporter activity",49,2,0.5,0.1749,"MF"
"78","GO:0016705","oxidoreductase activity, acting on paire...",241,6,2.44,0.2258,"MF"
"79","GO:0005516","calmodulin binding",183,3,1.85,0.2827,"MF"
"80","GO:0004721","phosphoprotein phosphatase activity",146,6,1.48,0.292,"MF"
"81","GO:0019900","kinase binding",84,2,0.85,0.3198,"MF"
"82","GO:0004497","monooxygenase activity",182,5,1.84,0.3204,"MF"
"83","GO:0004674","protein serine/threonine kinase activity",677,9,6.85,0.3278,"MF"
"84","GO:0046872","metal ion binding",2896,30,29.3,0.3594,"MF"
"85","GO:0061630","ubiquitin protein ligase activity",145,2,1.47,0.4328,"MF"
"86","GO:0030247","polysaccharide binding",69,2,0.7,0.466,"MF"
"87","GO:0042803","protein homodimerization activity",170,2,1.72,0.5156,"MF"
"88","GO:0016298","lipase activity",84,2,0.85,0.5273,"MF"
"89","GO:0015293","symporter activity",91,2,0.92,0.5275,"MF"
"90","GO:0005515","protein binding",3321,33,33.6,0.5454,"MF"
"91","GO:0003676","nucleic acid binding",3033,32,30.69,0.6333,"MF"
"92","GO:0005509","calcium ion binding",219,2,2.22,0.6534,"MF"
"93","GO:0008289","lipid binding",237,3,2.4,0.6627,"MF"
"94","GO:0015267","channel activity",124,2,1.25,0.6691,"MF"
"95","GO:0005524","ATP binding",1923,18,19.46,0.6783,"MF"
"96","GO:0008194","UDP-glycosyltransferase activity",235,3,2.38,0.6793,"MF"
"97","GO:0016874","ligase activity",201,3,2.03,0.7621,"MF"
"98","GO:0004672","protein kinase activity",834,10,8.44,0.7674,"MF"
"99","GO:0016740","transferase activity",2963,26,29.98,0.7944,"MF"
"100","GO:0003677","DNA binding",1658,19,16.78,0.8168,"MF"
"101","GO:0016787","hydrolase activity",2402,20,24.3,0.8347,"MF"
"102","GO:0016887","ATP hydrolysis activity",448,3,4.53,0.8366,"MF"
"103","GO:0000976","transcription cis-regulatory region bind...",405,3,4.1,0.9163,"MF"
"104","GO:0016788","hydrolase activity, acting on ester bond...",720,10,7.28,0.9194,"MF"
"105","GO:0046983","protein dimerization activity",428,3,4.33,0.929,"MF"
"106","GO:0003723","RNA binding",1256,12,12.71,0.9727,"MF"
"107","GO:0008270","zinc ion binding",578,2,5.85,0.9825,"MF"
"108","GO:0016209","antioxidant activity",135,3,1.37,1,"MF"
"109","GO:0003824","catalytic activity",6799,65,68.79,1,"MF"
"110","GO:0042578","phosphoric ester hydrolase activity",311,7,3.15,1,"MF"
"111","GO:1901702","salt transmembrane transporter activity",190,4,1.92,1,"MF"
"112","GO:0005198","structural molecule activity",289,9,2.92,1,"MF"
"113","GO:0140096","catalytic activity, acting on a protein",2071,21,20.95,1,"MF"
"114","GO:0140110","transcription regulator activity",922,13,9.33,1,"MF"
"115","GO:0016791","phosphatase activity",261,7,2.64,1,"MF"
"116","GO:0030246","carbohydrate binding",249,2,2.52,1,"MF"
"117","GO:0016407","acetyltransferase activity",82,2,0.83,1,"MF"
"118","GO:0016798","hydrolase activity, acting on glycosyl b...",330,3,3.34,1,"MF"
"119","GO:0016684","oxidoreductase activity, acting on perox...",119,3,1.2,1,"MF"
"120","GO:0000166","nucleotide binding",2452,21,24.81,1,"MF"
"121","GO:0098772","molecular function regulator activity",365,5,3.69,1,"MF"
"122","GO:0030234","enzyme regulator activity",317,4,3.21,1,"MF"
"123","GO:0015144","carbohydrate transmembrane transporter a...",55,2,0.56,1,"MF"
"124","GO:0001067","transcription regulatory region nucleic ...",405,3,4.1,1,"MF"
"125","GO:0016301","kinase activity",1129,11,11.42,1,"MF"
"126","GO:1990837","sequence-specific double-stranded DNA bi...",419,3,4.24,1,"MF"
"127","GO:0046914","transition metal ion binding",901,8,9.12,1,"MF"
"128","GO:0030695","GTPase regulator activity",114,2,1.15,1,"MF"
"129","GO:0019787","ubiquitin-like protein transferase activ...",342,2,3.46,1,"MF"
"130","GO:0060589","nucleoside-triphosphatase regulator acti...",114,2,1.15,1,"MF"
"131","GO:0016765","transferase activity, transferring alkyl...",105,4,1.06,1,"MF"
"132","GO:0015318","inorganic molecular entity transmembrane...",314,4,3.18,1,"MF"
"133","GO:0044877","protein-containing complex binding",264,3,2.67,1,"MF"
"134","GO:0022803","passive transmembrane transporter activi...",124,2,1.25,1,"MF"
"135","GO:0005840","ribosome",265,10,2.58,0.0141,"CC"
"136","GO:0005886","plasma membrane",1656,24,16.14,0.0329,"CC"
"137","GO:0022625","cytosolic large ribosomal subunit",40,2,0.39,0.0578,"CC"
"138","GO:0005634","nucleus",3988,43,38.86,0.0673,"CC"
"139","GO:0005829","cytosol",1191,19,11.61,0.107,"CC"
"140","GO:0022626","cytosolic ribosome",73,4,0.71,0.1088,"CC"
"141","GO:0042651","thylakoid membrane",237,2,2.31,0.1379,"CC"
"142","GO:0009505","plant-type cell wall",98,3,0.96,0.2234,"CC"
"143","GO:0015934","large ribosomal subunit",67,3,0.65,0.2298,"CC"
"144","GO:0030136","clathrin-coated vesicle",57,2,0.56,0.2607,"CC"
"145","GO:1990904","ribonucleoprotein complex",533,10,5.19,0.2786,"CC"
"146","GO:0098552","side of membrane",164,2,1.6,0.4767,"CC"
"147","GO:0005777","peroxisome",165,2,1.61,0.4799,"CC"
"148","GO:0005576","extracellular region",759,7,7.4,0.5475,"CC"
"149","GO:0005737","cytoplasm",6561,55,63.94,0.5575,"CC"
"150","GO:0005874","microtubule",196,2,1.91,0.5724,"CC"
"151","GO:0005856","cytoskeleton",357,3,3.48,0.6125,"CC"
"152","GO:0005794","Golgi apparatus",735,6,7.16,0.6841,"CC"
"153","GO:0000139","Golgi membrane",376,3,3.66,0.7142,"CC"
"154","GO:0009506","plasmodesma",265,2,2.58,0.734,"CC"
"155","GO:0000785","chromatin",172,2,1.68,0.751,"CC"
"156","GO:0005730","nucleolus",284,2,2.77,0.7684,"CC"
"157","GO:0009536","plastid",1660,7,16.18,0.7848,"CC"
"158","GO:0016020","membrane",5592,50,54.5,0.8453,"CC"
"159","GO:0005654","nucleoplasm",341,2,3.32,0.8952,"CC"
"160","GO:0009507","chloroplast",1510,6,14.72,0.9363,"CC"
"161","GO:0005739","mitochondrion",1000,5,9.75,0.9539,"CC"
"162","GO:0005783","endoplasmic reticulum",774,2,7.54,0.9964,"CC"
"163","GO:0032991","protein-containing complex",2042,17,19.9,1,"CC"
"164","GO:0032993","protein-DNA complex",198,2,1.93,1,"CC"
"165","GO:0031981","nuclear lumen",635,3,6.19,1,"CC"
"166","GO:0031982","vesicle",531,4,5.17,1,"CC"
"167","GO:1902493","acetyltransferase complex",33,2,0.32,1,"CC"
"168","GO:1902494","catalytic complex",746,3,7.27,1,"CC"
"169","GO:0030054","cell junction",287,2,2.8,1,"CC"
"170","GO:0099080","supramolecular complex",277,2,2.7,1,"CC"
"171","GO:0044391","ribosomal subunit",102,4,0.99,1,"CC"
"172","GO:0099081","supramolecular polymer",212,2,2.07,1,"CC"
"173","GO:0043226","organelle",8311,72,80.99,1,"CC"
"174","GO:0043227","membrane-bounded organelle",7900,61,76.99,1,"CC"
"175","GO:0043228","non-membrane-bounded organelle",1589,18,15.49,1,"CC"
"176","GO:0043229","intracellular organelle",8285,72,80.74,1,"CC"
"177","GO:0031974","membrane-enclosed lumen",814,4,7.93,1,"CC"
"178","GO:0055044","symplast",265,2,2.58,1,"CC"
"179","GO:0031975","envelope",871,2,8.49,1,"CC"
"180","GO:0031248","protein acetyltransferase complex",33,2,0.32,1,"CC"
"181","GO:0031410","cytoplasmic vesicle",495,4,4.82,1,"CC"
"182","GO:0030659","cytoplasmic vesicle membrane",219,2,2.13,1,"CC"
"183","GO:0042579","microbody",165,2,1.61,1,"CC"
"184","GO:0140535","intracellular protein-containing complex",415,3,4.04,1,"CC"
"185","GO:0030312","external encapsulating structure",130,4,1.27,1,"CC"
"186","GO:0098588","bounding membrane of organelle",1088,6,10.6,1,"CC"
"187","GO:0030135","coated vesicle",86,2,0.84,1,"CC"
"188","GO:0070161","anchoring junction",266,2,2.59,1,"CC"
"189","GO:0009579","thylakoid",302,2,2.94,1,"CC"
"190","GO:0071944","cell periphery",1806,25,17.6,1,"CC"
"191","GO:0070013","intracellular organelle lumen",814,4,7.93,1,"CC"
"192","GO:0043231","intracellular membrane-bounded organelle",7864,61,76.64,1,"CC"
"193","GO:0015630","microtubule cytoskeleton",255,2,2.49,1,"CC"
"194","GO:0043232","intracellular non-membrane-bounded organ...",1589,18,15.49,1,"CC"
"195","GO:0043233","organelle lumen",814,4,7.93,1,"CC"
"196","GO:0005911","cell-cell junction",266,2,2.59,1,"CC"
"197","GO:1990234","transferase complex",401,3,3.91,1,"CC"
"198","GO:0110165","cellular anatomical entity",12396,121,120.8,1,"CC"
"199","GO:0034357","photosynthetic membrane",245,2,2.39,1,"CC"
"200","GO:0031090","organelle membrane",1879,7,18.31,1,"CC"
"201","GO:0005575","cellular_component",12519,122,122,1,"CC"
"202","GO:0005622","intracellular anatomical structure",9342,86,91.04,1,"CC"
"203","GO:0099512","supramolecular fiber",212,2,2.07,1,"CC"
"204","GO:0099513","polymeric cytoskeletal fiber",202,2,1.97,1,"CC"
"205","GO:0012505","endomembrane system",1665,8,16.23,1,"CC"
"206","GO:0012506","vesicle membrane",224,2,2.18,1,"CC"
"207","GO:0005618","cell wall",103,4,1,1,"CC"
"208","GO:0005694","chromosome",345,2,3.36,1,"CC"
"209","GO:0031967","organelle envelope",870,2,8.48,1,"CC"
"210","GO:0097708","intracellular vesicle",498,4,4.85,1,"CC"
