"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"25","GO:2000070","regulation of response to water deprivat...",41,19,14.52,0.01319,"BP"
"26","GO:0006357","regulation of transcription by RNA polym...",269,113,95.26,0.01321,"BP"
"27","GO:0009414","response to water deprivation",225,101,79.68,0.01553,"BP"
"28","GO:0009863","salicylic acid mediated signaling pathwa...",31,15,10.98,0.01569,"BP"
"29","GO:0010192","mucilage biosynthetic process",20,11,7.08,0.01569,"BP"
"30","GO:1900367","positive regulation of defense response ...",4,4,1.42,0.01571,"BP"
"31","GO:0035825","homologous recombination",47,13,16.64,0.01581,"BP"
"32","GO:0070588","calcium ion transmembrane transport",35,20,12.39,0.01876,"BP"
"33","GO:0006417","regulation of translation",116,50,41.08,0.01962,"BP"
"34","GO:0015031","protein transport",592,248,209.65,0.02061,"BP"
"35","GO:0006414","translational elongation",45,22,15.94,0.02081,"BP"
"36","GO:0048586","regulation of long-day photoperiodism, f...",42,22,14.87,0.02307,"BP"
"37","GO:0048024","regulation of mRNA splicing, via spliceo...",18,13,6.37,0.02343,"BP"
"38","GO:0045292","mRNA cis splicing, via spliceosome",8,6,2.83,0.02352,"BP"
"39","GO:0010222","stem vascular tissue pattern formation",6,5,2.12,0.02353,"BP"
"40","GO:0043001","Golgi to plasma membrane protein transpo...",6,5,2.12,0.02353,"BP"
"41","GO:0048768","root hair cell tip growth",6,5,2.12,0.02353,"BP"
"42","GO:0071786","endoplasmic reticulum tubular network or...",6,5,2.12,0.02353,"BP"
"43","GO:0048579","negative regulation of long-day photoper...",16,10,5.67,0.02481,"BP"
"44","GO:0032981","mitochondrial respiratory chain complex ...",14,9,4.96,0.02628,"BP"
"45","GO:0080050","regulation of seed development",16,8,5.67,0.02688,"BP"
"46","GO:0045037","protein import into chloroplast stroma",15,8,5.31,0.0278,"BP"
"47","GO:0006915","apoptotic process",32,14,11.33,0.0278,"BP"
"48","GO:0006886","intracellular protein transport",297,126,105.18,0.03322,"BP"
"49","GO:0006468","protein phosphorylation",141,60,49.93,0.03446,"BP"
"50","GO:0009611","response to wounding",76,36,26.91,0.03448,"BP"
"51","GO:0000278","mitotic cell cycle",176,73,62.33,0.03676,"BP"
"52","GO:0006099","tricarboxylic acid cycle",35,18,12.39,0.03755,"BP"
"53","GO:0019760","glucosinolate metabolic process",28,14,9.92,0.03771,"BP"
"54","GO:0071456","cellular response to hypoxia",73,34,25.85,0.04336,"BP"
"55","GO:0090698","post-embryonic plant morphogenesis",121,57,42.85,0.04401,"BP"
"56","GO:0006892","post-Golgi vesicle-mediated transport",26,16,9.21,0.04424,"BP"
"57","GO:0042176","regulation of protein catabolic process",22,14,7.79,0.04426,"BP"
"58","GO:0016134","saponin metabolic process",11,7,3.9,0.04436,"BP"
"59","GO:0046520","sphingoid biosynthetic process",9,6,3.19,0.04436,"BP"
"60","GO:0080119","ER body organization",3,3,1.06,0.04439,"BP"
"61","GO:0009584","detection of visible light",3,3,1.06,0.04439,"BP"
"62","GO:0048026","positive regulation of mRNA splicing, vi...",3,3,1.06,0.04439,"BP"
"63","GO:0032469","endoplasmic reticulum calcium ion homeos...",3,3,1.06,0.04439,"BP"
"64","GO:0045038","protein import into chloroplast thylakoi...",3,3,1.06,0.04439,"BP"
"65","GO:1903241","U2-type prespliceosome assembly",3,3,1.06,0.04439,"BP"
"66","GO:0010094","specification of carpel identity",3,3,1.06,0.04439,"BP"
"67","GO:0043953","protein transport by the Tat complex",3,3,1.06,0.04439,"BP"
"68","GO:0010233","phloem transport",9,5,3.19,0.0444,"BP"
"69","GO:0009788","negative regulation of abscisic acid-act...",50,24,17.71,0.04497,"BP"
"70","GO:0009910","negative regulation of flower developmen...",15,9,5.31,0.04534,"BP"
"71","GO:0007165","signal transduction",1148,483,406.55,0.04651,"BP"
"72","GO:0009873","ethylene-activated signaling pathway",118,54,41.79,0.04992,"BP"
"73","GO:0006457","protein folding",184,75,65.16,0.05043,"BP"
"74","GO:2000652","regulation of secondary cell wall biogen...",16,10,5.67,0.05319,"BP"
"75","GO:0070534","protein K63-linked ubiquitination",11,7,3.9,0.05327,"BP"
"76","GO:0006189","'de novo' IMP biosynthetic process",11,7,3.9,0.05327,"BP"
"77","GO:0048509","regulation of meristem development",43,18,15.23,0.05329,"BP"
"78","GO:0048587","regulation of short-day photoperiodism, ...",14,8,4.96,0.05628,"BP"
"79","GO:0045926","negative regulation of growth",23,11,8.15,0.05629,"BP"
"80","GO:0034059","response to anoxia",7,5,2.48,0.05631,"BP"
"81","GO:0009298","GDP-mannose biosynthetic process",5,4,1.77,0.05632,"BP"
"82","GO:0009717","isoflavonoid biosynthetic process",5,4,1.77,0.05632,"BP"
"83","GO:0030513","positive regulation of BMP signaling pat...",5,4,1.77,0.05632,"BP"
"84","GO:0140647","P450-containing electron transport chain",5,4,1.77,0.05632,"BP"
"85","GO:0001731","formation of translation preinitiation c...",5,4,1.77,0.05632,"BP"
"86","GO:0043928","exonucleolytic catabolism of deadenylate...",5,4,1.77,0.05632,"BP"
"87","GO:0080006","internode patterning",5,4,1.77,0.05632,"BP"
"88","GO:0046785","microtubule polymerization",14,7,4.96,0.05633,"BP"
"89","GO:0009880","embryonic pattern specification",12,6,4.25,0.05635,"BP"
"90","GO:0033500","carbohydrate homeostasis",17,7,6.02,0.05638,"BP"
"91","GO:0009695","jasmonic acid biosynthetic process",11,7,3.9,0.05657,"BP"
"92","GO:0042732","D-xylose metabolic process",9,6,3.19,0.05659,"BP"
"93","GO:0006268","DNA unwinding involved in DNA replicatio...",9,6,3.19,0.05659,"BP"
"94","GO:0000160","phosphorelay signal transduction system",145,68,51.35,0.05734,"BP"
"95","GO:0010305","leaf vascular tissue pattern formation",20,11,7.08,0.05751,"BP"
"96","GO:0060178","regulation of exocyst localization",7,5,2.48,0.05835,"BP"
"97","GO:2000012","regulation of auxin polar transport",27,14,9.56,0.05867,"BP"
"98","GO:0009860","pollen tube growth",61,30,21.6,0.06173,"BP"
"99","GO:0099402","plant organ development",638,256,225.94,0.06537,"BP"
"100","GO:0009813","flavonoid biosynthetic process",61,24,21.6,0.06599,"BP"
"101","GO:2000028","regulation of photoperiodism, flowering",77,39,27.27,0.0704,"BP"
"102","GO:0006108","malate metabolic process",16,9,5.67,0.07174,"BP"
"103","GO:0042631","cellular response to water deprivation",24,13,8.5,0.07381,"BP"
"104","GO:0000184","nuclear-transcribed mRNA catabolic proce...",23,12,8.15,0.07389,"BP"
"105","GO:0009640","photomorphogenesis",50,20,17.71,0.07407,"BP"
"106","GO:0010105","negative regulation of ethylene-activate...",14,8,4.96,0.08015,"BP"
"107","GO:0010268","brassinosteroid homeostasis",14,8,4.96,0.08015,"BP"
"108","GO:0048268","clathrin coat assembly",14,8,4.96,0.08015,"BP"
"109","GO:0019722","calcium-mediated signaling",21,11,7.44,0.08312,"BP"
"110","GO:0009416","response to light stimulus",416,166,147.32,0.08369,"BP"
"111","GO:0006950","response to stress",2273,804,804.95,0.08378,"BP"
"112","GO:0009089","lysine biosynthetic process via diaminop...",12,7,4.25,0.08951,"BP"
"113","GO:0006513","protein monoubiquitination",12,7,4.25,0.08951,"BP"
"114","GO:0034976","response to endoplasmic reticulum stress",60,27,21.25,0.09336,"BP"
"115","GO:0009739","response to gibberellin",93,37,32.93,0.09681,"BP"
"116","GO:0010150","leaf senescence",83,34,29.39,0.09695,"BP"
"117","GO:0060918","auxin transport",90,39,31.87,0.09933,"BP"
"118","GO:0007064","mitotic sister chromatid cohesion",12,7,4.25,0.09978,"BP"
"119","GO:0009294","DNA-mediated transformation",10,6,3.54,0.09981,"BP"
"120","GO:0010582","floral meristem determinacy",10,6,3.54,0.09981,"BP"
"121","GO:0009088","threonine biosynthetic process",10,6,3.54,0.09981,"BP"
"122","GO:0006896","Golgi to vacuole transport",10,6,3.54,0.09981,"BP"
"123","GO:0010310","regulation of hydrogen peroxide metaboli...",10,6,3.54,0.09981,"BP"
"124","GO:0002221","pattern recognition receptor signaling p...",27,13,9.56,0.10158,"BP"
"125","GO:0030163","protein catabolic process",310,138,109.78,0.10237,"BP"
"126","GO:0045892","negative regulation of DNA-templated tra...",138,60,48.87,0.10256,"BP"
"127","GO:0080092","regulation of pollen tube growth",17,9,6.02,0.10585,"BP"
"128","GO:1902600","proton transmembrane transport",86,37,30.46,0.10627,"BP"
"129","GO:0071215","cellular response to abscisic acid stimu...",188,82,66.58,0.10953,"BP"
"130","GO:0006874","intracellular calcium ion homeostasis",20,14,7.08,0.11038,"BP"
"131","GO:0050777","negative regulation of immune response",26,13,9.21,0.11069,"BP"
"132","GO:0010337","regulation of salicylic acid metabolic p...",11,7,3.9,0.11076,"BP"
"133","GO:0032436","positive regulation of proteasomal ubiqu...",9,6,3.19,0.11079,"BP"
"134","GO:0000266","mitochondrial fission",8,5,2.83,0.11085,"BP"
"135","GO:0048759","xylem vessel member cell differentiation",8,5,2.83,0.11085,"BP"
"136","GO:0061615","glycolytic process through fructose-6-ph...",8,5,2.83,0.11085,"BP"
"137","GO:0010344","seed oilbody biogenesis",8,5,2.83,0.11085,"BP"
"138","GO:0010345","suberin biosynthetic process",8,5,2.83,0.11085,"BP"
"139","GO:0009688","abscisic acid biosynthetic process",15,6,5.31,0.111,"BP"
"140","GO:0010228","vegetative to reproductive phase transit...",146,69,51.7,0.11841,"BP"
"141","GO:0000122","negative regulation of transcription by ...",27,13,9.56,0.11936,"BP"
"142","GO:0009631","cold acclimation",27,13,9.56,0.11936,"BP"
"143","GO:0009846","pollen germination",47,21,16.64,0.12022,"BP"
"144","GO:0006090","pyruvate metabolic process",81,45,28.68,0.12057,"BP"
"145","GO:0000209","protein polyubiquitination",43,22,15.23,0.12086,"BP"
"146","GO:0048831","regulation of shoot system development",93,44,32.93,0.12106,"BP"
"147","GO:0009736","cytokinin-activated signaling pathway",43,19,15.23,0.12147,"BP"
"148","GO:0051510","regulation of unidimensional cell growth",34,18,12.04,0.12153,"BP"
"149","GO:0010158","abaxial cell fate specification",6,4,2.12,0.12191,"BP"
"150","GO:0009134","nucleoside diphosphate catabolic process",6,4,2.12,0.12191,"BP"
"151","GO:0009299","mRNA transcription",6,4,2.12,0.12191,"BP"
"152","GO:0000727","double-strand break repair via break-ind...",6,4,2.12,0.12191,"BP"
"153","GO:0033320","UDP-D-xylose biosynthetic process",6,4,2.12,0.12191,"BP"
"154","GO:0071035","nuclear polyadenylation-dependent rRNA c...",6,4,2.12,0.12191,"BP"
"155","GO:0044210","'de novo' CTP biosynthetic process",6,4,2.12,0.12191,"BP"
"156","GO:0009901","anther dehiscence",6,4,2.12,0.12191,"BP"
"157","GO:0071230","cellular response to amino acid stimulus",6,4,2.12,0.12191,"BP"
"158","GO:0010389","regulation of G2/M transition of mitotic...",18,8,6.37,0.12193,"BP"
"159","GO:0000003","reproduction",990,386,350.59,0.12321,"BP"
"160","GO:0048571","long-day photoperiodism",50,26,17.71,0.12498,"BP"
"161","GO:0019748","secondary metabolic process",206,77,72.95,0.12523,"BP"
"162","GO:0015780","nucleotide-sugar transmembrane transport",26,13,9.21,0.12524,"BP"
"163","GO:0048462","carpel formation",5,5,1.77,0.12528,"BP"
"164","GO:0080112","seed growth",9,6,3.19,0.1253,"BP"
"165","GO:0031122","cytoplasmic microtubule organization",29,13,10.27,0.12531,"BP"
"166","GO:0035303","regulation of dephosphorylation",16,8,5.67,0.12533,"BP"
"167","GO:0031145","anaphase-promoting complex-dependent cat...",3,3,1.06,0.12535,"BP"
"168","GO:0007266","Rho protein signal transduction",3,3,1.06,0.12535,"BP"
"169","GO:0006909","phagocytosis",6,4,2.12,0.12536,"BP"
"170","GO:0045859","regulation of protein kinase activity",9,5,3.19,0.12536,"BP"
"171","GO:0010623","programmed cell death involved in cell d...",4,3,1.42,0.12537,"BP"
"172","GO:0055062","phosphate ion homeostasis",4,3,1.42,0.12537,"BP"
"173","GO:0015714","phosphoenolpyruvate transport",4,3,1.42,0.12537,"BP"
"174","GO:1900034","regulation of cellular response to heat",7,4,2.48,0.12538,"BP"
"175","GO:0030418","nicotianamine biosynthetic process",2,2,0.71,0.12539,"BP"
"176","GO:0035652","clathrin-coated vesicle cargo loading",2,2,0.71,0.12539,"BP"
"177","GO:0044027","negative regulation of gene expression v...",2,2,0.71,0.12539,"BP"
"178","GO:0010142","farnesyl diphosphate biosynthetic proces...",2,2,0.71,0.12539,"BP"
"179","GO:0010271","regulation of chlorophyll catabolic proc...",2,2,0.71,0.12539,"BP"
"180","GO:0010246","rhamnogalacturonan I biosynthetic proces...",2,2,0.71,0.12539,"BP"
"181","GO:0019567","arabinose biosynthetic process",2,2,0.71,0.12539,"BP"
"182","GO:0080117","secondary growth",2,2,0.71,0.12539,"BP"
"183","GO:0009859","pollen hydration",2,2,0.71,0.12539,"BP"
"184","GO:0034497","protein localization to phagophore assem...",2,2,0.71,0.12539,"BP"
"185","GO:0060213","positive regulation of nuclear-transcrib...",2,2,0.71,0.12539,"BP"
"186","GO:0033358","UDP-L-arabinose biosynthetic process",2,2,0.71,0.12539,"BP"
"187","GO:0034473","U1 snRNA 3'-end processing",2,2,0.71,0.12539,"BP"
"188","GO:0034476","U5 snRNA 3'-end processing",2,2,0.71,0.12539,"BP"
"189","GO:0009590","detection of gravity",2,2,0.71,0.12539,"BP"
"190","GO:0051091","positive regulation of DNA-binding trans...",2,2,0.71,0.12539,"BP"
"191","GO:0010500","transmitting tissue development",2,2,0.71,0.12539,"BP"
"192","GO:1900153","positive regulation of nuclear-transcrib...",2,2,0.71,0.12539,"BP"
"193","GO:0060866","leaf abscission",2,2,0.71,0.12539,"BP"
"194","GO:0010601","positive regulation of auxin biosyntheti...",2,2,0.71,0.12539,"BP"
"195","GO:0010606","positive regulation of cytoplasmic mRNA ...",2,2,0.71,0.12539,"BP"
"196","GO:0022417","protein maturation by protein folding",2,2,0.71,0.12539,"BP"
"197","GO:0034757","negative regulation of iron ion transpor...",2,2,0.71,0.12539,"BP"
"198","GO:0034727","piecemeal microautophagy of the nucleus",2,2,0.71,0.12539,"BP"
"199","GO:0090630","activation of GTPase activity",2,2,0.71,0.12539,"BP"
"200","GO:0042149","cellular response to glucose starvation",2,2,0.71,0.12539,"BP"
"201","GO:0003700","DNA-binding transcription factor activit...",853,404,300.16,1.1e-13,"MF"
"202","GO:0000976","transcription cis-regulatory region bind...",405,194,142.51,3.1e-08,"MF"
"203","GO:0003735","structural constituent of ribosome",204,106,71.78,5.6e-07,"MF"
"204","GO:0043565","sequence-specific DNA binding",638,305,224.5,4.8e-06,"MF"
"205","GO:0003677","DNA binding",1658,710,583.42,7.6e-05,"MF"
"206","GO:0005515","protein binding",3321,1313,1168.6,0.00052,"MF"
"207","GO:0061631","ubiquitin conjugating enzyme activity",21,15,7.39,0.00078,"MF"
"208","GO:0003743","translation initiation factor activity",82,43,28.85,0.00098,"MF"
"209","GO:0106435","carboxylesterase activity",14,11,4.93,0.00116,"MF"
"210","GO:0005200","structural constituent of cytoskeleton",11,9,3.87,0.00212,"MF"
"211","GO:0017018","myosin phosphatase activity",109,52,38.36,0.00461,"MF"
"212","GO:0008017","microtubule binding",132,61,46.45,0.00495,"MF"
"213","GO:0000155","phosphorelay sensor kinase activity",10,8,3.52,0.00499,"MF"
"214","GO:0042803","protein homodimerization activity",170,76,59.82,0.00618,"MF"
"215","GO:0046961","proton-transporting ATPase activity, rot...",20,13,7.04,0.0063,"MF"
"216","GO:0051537","2 iron, 2 sulfur cluster binding",56,29,19.71,0.0078,"MF"
"217","GO:0046872","metal ion binding",2896,1020,1019.05,0.00876,"MF"
"218","GO:0004713","protein tyrosine kinase activity",62,27,21.82,0.01305,"MF"
"219","GO:0008198","ferrous iron binding",4,4,1.41,0.01532,"MF"
"220","GO:0004365","glyceraldehyde-3-phosphate dehydrogenase...",4,4,1.41,0.01532,"MF"
"221","GO:0000981","DNA-binding transcription factor activit...",107,50,37.65,0.0178,"MF"
"222","GO:0004683","calmodulin-dependent protein kinase acti...",29,16,10.2,0.02163,"MF"
"223","GO:0030276","clathrin binding",40,21,14.08,0.02197,"MF"
"224","GO:0008948","oxaloacetate decarboxylase activity",6,5,2.11,0.02285,"MF"
"225","GO:0140662","ATP-dependent protein folding chaperone",41,21,14.43,0.02524,"MF"
"226","GO:0000993","RNA polymerase II complex binding",8,6,2.82,0.02599,"MF"
"227","GO:0009881","photoreceptor activity",14,8,4.93,0.0268,"MF"
"228","GO:0003680","minor groove of adenine-thymine-rich DNA...",19,11,6.69,0.03598,"MF"
"229","GO:0016829","lyase activity",284,127,99.93,0.03764,"MF"
"230","GO:0019900","kinase binding",84,39,29.56,0.04234,"MF"
"231","GO:0061630","ubiquitin protein ligase activity",145,62,51.02,0.04342,"MF"
"232","GO:0009977","proton motive force dependent protein tr...",3,3,1.06,0.04355,"MF"
"233","GO:0047334","diphosphate-fructose-6-phosphate 1-phosp...",3,3,1.06,0.04355,"MF"
"234","GO:0102772","sphingolipid long-chain base 4-hydroxyla...",3,3,1.06,0.04355,"MF"
"235","GO:0050362","L-tryptophan:2-oxoglutarate aminotransfe...",3,3,1.06,0.04355,"MF"
"236","GO:0004088","carbamoyl-phosphate synthase (glutamine-...",3,3,1.06,0.04355,"MF"
"237","GO:0005537","mannose binding",3,3,1.06,0.04355,"MF"
"238","GO:0008094","ATP-dependent activity, acting on DNA",111,30,39.06,0.04388,"MF"
"239","GO:0005096","GTPase activator activity",70,32,24.63,0.04412,"MF"
"240","GO:0046982","protein heterodimerization activity",83,37,29.21,0.04792,"MF"
"241","GO:0003682","chromatin binding",93,45,32.73,0.04808,"MF"
"242","GO:0003746","translation elongation factor activity",34,17,11.96,0.0537,"MF"
"243","GO:0004672","protein kinase activity",834,321,293.47,0.05467,"MF"
"244","GO:0015276","ligand-gated monoatomic ion channel acti...",12,7,4.22,0.05491,"MF"
"245","GO:0044390","ubiquitin-like protein conjugating enzym...",20,12,7.04,0.05492,"MF"
"246","GO:0016018","cyclosporin A binding",5,4,1.76,0.05504,"MF"
"247","GO:0043546","molybdopterin cofactor binding",5,4,1.76,0.05504,"MF"
"248","GO:0004473","malate dehydrogenase (decarboxylating) (...",5,4,1.76,0.05504,"MF"
"249","GO:0033987","2-hydroxyisoflavanone dehydratase activi...",5,4,1.76,0.05504,"MF"
"250","GO:0008327","methyl-CpG binding",5,4,1.76,0.05504,"MF"
"251","GO:0009931","calcium-dependent protein serine/threoni...",27,14,9.5,0.05578,"MF"
"252","GO:0030295","protein kinase activator activity",19,10,6.69,0.05678,"MF"
"253","GO:0004930","G protein-coupled receptor activity",8,6,2.82,0.05678,"MF"
"254","GO:0004430","1-phosphatidylinositol 4-kinase activity",7,5,2.46,0.05682,"MF"
"255","GO:0030570","pectate lyase activity",7,5,2.46,0.05682,"MF"
"256","GO:0005543","phospholipid binding",119,52,41.87,0.06107,"MF"
"257","GO:0005524","ATP binding",1923,705,676.67,0.07447,"MF"
"258","GO:0051082","unfolded protein binding",83,36,29.21,0.07477,"MF"
"259","GO:0005545","1-phosphatidylinositol binding",14,8,4.93,0.07745,"MF"
"260","GO:0005525","GTP binding",202,81,71.08,0.08178,"MF"
"261","GO:0031267","small GTPase binding",26,13,9.15,0.08619,"MF"
"262","GO:0031490","chromatin DNA binding",14,9,4.93,0.08665,"MF"
"263","GO:0005262","calcium channel activity",12,7,4.22,0.08678,"MF"
"264","GO:0004630","phospholipase D activity",12,7,4.22,0.08678,"MF"
"265","GO:0070290","N-acylphosphatidylethanolamine-specific ...",12,7,4.22,0.08678,"MF"
"266","GO:0038023","signaling receptor activity",113,48,39.76,0.08957,"MF"
"267","GO:0000978","RNA polymerase II cis-regulatory region ...",87,37,30.61,0.09356,"MF"
"268","GO:0031491","nucleosome binding",12,8,4.22,0.09696,"MF"
"269","GO:0008474","palmitoyl-(protein) hydrolase activity",10,6,3.52,0.09709,"MF"
"270","GO:0000822","inositol hexakisphosphate binding",10,6,3.52,0.09709,"MF"
"271","GO:0008574","plus-end-directed microtubule motor acti...",10,6,3.52,0.09709,"MF"
"272","GO:0003713","transcription coactivator activity",24,12,8.45,0.09741,"MF"
"273","GO:0030674","protein-macromolecule adaptor activity",74,34,26.04,0.10157,"MF"
"274","GO:0016168","chlorophyll binding",17,9,5.98,0.10221,"MF"
"275","GO:0010011","auxin binding",8,5,2.82,0.10821,"MF"
"276","GO:0016621","cinnamoyl-CoA reductase activity",8,5,2.82,0.10821,"MF"
"277","GO:0016308","1-phosphatidylinositol-4-phosphate 5-kin...",8,5,2.82,0.10821,"MF"
"278","GO:0003872","6-phosphofructokinase activity",8,5,2.82,0.10821,"MF"
"279","GO:0051015","actin filament binding",52,23,18.3,0.11176,"MF"
"280","GO:0031624","ubiquitin conjugating enzyme binding",15,8,5.28,0.11618,"MF"
"281","GO:0031369","translation initiation factor binding",9,7,3.17,0.11926,"MF"
"282","GO:0005199","structural constituent of cell wall",6,4,2.11,0.11943,"MF"
"283","GO:0004332","fructose-bisphosphate aldolase activity",6,4,2.11,0.11943,"MF"
"284","GO:0008083","growth factor activity",6,4,2.11,0.11943,"MF"
"285","GO:0009678","diphosphate hydrolysis-driven proton tra...",6,4,2.11,0.11943,"MF"
"286","GO:0030151","molybdenum ion binding",6,4,2.11,0.11943,"MF"
"287","GO:0048040","UDP-glucuronate decarboxylase activity",6,4,2.11,0.11943,"MF"
"288","GO:0004722","protein serine/threonine phosphatase act...",111,54,39.06,0.12303,"MF"
"289","GO:0004673","protein histidine kinase activity",12,10,4.22,0.12355,"MF"
"290","GO:0005092","GDP-dissociation inhibitor activity",7,5,2.46,0.12373,"MF"
"291","GO:0004817","cysteine-tRNA ligase activity",2,2,0.7,0.1238,"MF"
"292","GO:0004818","glutamate-tRNA ligase activity",2,2,0.7,0.1238,"MF"
"293","GO:0050203","oxalate-CoA ligase activity",2,2,0.7,0.1238,"MF"
"294","GO:0102171","DMNT synthase activity",2,2,0.7,0.1238,"MF"
"295","GO:0010428","methyl-CpNpG binding",2,2,0.7,0.1238,"MF"
"296","GO:0010429","methyl-CpNpN binding",2,2,0.7,0.1238,"MF"
"297","GO:0009029","tetraacyldisaccharide 4'-kinase activity",2,2,0.7,0.1238,"MF"
"298","GO:0009045","xylose isomerase activity",2,2,0.7,0.1238,"MF"
"299","GO:0009703","nitrate reductase (NADH) activity",2,2,0.7,0.1238,"MF"
"300","GO:0004322","ferroxidase activity",2,2,0.7,0.1238,"MF"
"301","GO:0016871","cycloartenol synthase activity",2,2,0.7,0.1238,"MF"
"302","GO:0009885","transmembrane histidine kinase cytokinin...",2,2,0.7,0.1238,"MF"
"303","GO:0102053","(-)-jasmonoyl-isoleucine synthetase acti...",2,2,0.7,0.1238,"MF"
"304","GO:0102057","jasmonoyl-valine synthetase activity",2,2,0.7,0.1238,"MF"
"305","GO:0102058","jasmonoyl-leucine synthetase activity",2,2,0.7,0.1238,"MF"
"306","GO:0004612","phosphoenolpyruvate carboxykinase (ATP) ...",2,2,0.7,0.1238,"MF"
"307","GO:0045505","dynein intermediate chain binding",2,2,0.7,0.1238,"MF"
"308","GO:1901612","cardiolipin binding",2,2,0.7,0.1238,"MF"
"309","GO:0102028","cystathionine gamma-synthase activity (a...",2,2,0.7,0.1238,"MF"
"310","GO:0031370","eukaryotic initiation factor 4G binding",2,2,0.7,0.1238,"MF"
"311","GO:0102786","stearoyl-[acp] desaturase activity",2,2,0.7,0.1238,"MF"
"312","GO:0003962","cystathionine gamma-synthase activity",2,2,0.7,0.1238,"MF"
"313","GO:0042131","thiamine phosphate phosphatase activity",2,2,0.7,0.1238,"MF"
"314","GO:0003977","UDP-N-acetylglucosamine diphosphorylase ...",2,2,0.7,0.1238,"MF"
"315","GO:0050551","myrcene synthase activity",2,2,0.7,0.1238,"MF"
"316","GO:0050552","(4S)-limonene synthase activity",2,2,0.7,0.1238,"MF"
"317","GO:0004475","mannose-1-phosphate guanylyltransferase ...",2,2,0.7,0.1238,"MF"
"318","GO:0004476","mannose-6-phosphate isomerase activity",2,2,0.7,0.1238,"MF"
"319","GO:0004478","methionine adenosyltransferase activity",2,2,0.7,0.1238,"MF"
"320","GO:0005094","Rho GDP-dissociation inhibitor activity",2,2,0.7,0.1238,"MF"
"321","GO:0004420","hydroxymethylglutaryl-CoA reductase (NAD...",2,2,0.7,0.1238,"MF"
"322","GO:0004421","hydroxymethylglutaryl-CoA synthase activ...",2,2,0.7,0.1238,"MF"
"323","GO:0031492","nucleosomal DNA binding",2,2,0.7,0.1238,"MF"
"324","GO:0043333","2-octaprenyl-6-methoxy-1,4-benzoquinone ...",2,2,0.7,0.1238,"MF"
"325","GO:0035925","mRNA 3'-UTR AU-rich region binding",2,2,0.7,0.1238,"MF"
"326","GO:0042950","salicin transmembrane transporter activi...",2,2,0.7,0.1238,"MF"
"327","GO:0015180","L-alanine transmembrane transporter acti...",2,2,0.7,0.1238,"MF"
"328","GO:0042972","licheninase activity",2,2,0.7,0.1238,"MF"
"329","GO:1990935","splicing factor binding",2,2,0.7,0.1238,"MF"
"330","GO:0004163","diphosphomevalonate decarboxylase activi...",2,2,0.7,0.1238,"MF"
"331","GO:0050373","UDP-arabinose 4-epimerase activity",2,2,0.7,0.1238,"MF"
"332","GO:0004150","dihydroneopterin aldolase activity",2,2,0.7,0.1238,"MF"
"333","GO:0046537","2,3-bisphosphoglycerate-independent phos...",2,2,0.7,0.1238,"MF"
"334","GO:0047036","codeinone reductase (NADPH) activity",2,2,0.7,0.1238,"MF"
"335","GO:0050464","nitrate reductase (NADPH) activity",2,2,0.7,0.1238,"MF"
"336","GO:0102549","1-18:1-2-16:0-monogalactosyldiacylglycer...",2,2,0.7,0.1238,"MF"
"337","GO:0015229","L-ascorbic acid transmembrane transporte...",2,2,0.7,0.1238,"MF"
