"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"27","GO:0050829","defense response to Gram-negative bacter...",9,4,0.73,0.00382,"BP"
"28","GO:0005975","carbohydrate metabolic process",845,103,68.18,0.00386,"BP"
"29","GO:0009617","response to bacterium",285,29,22.99,0.0039,"BP"
"30","GO:0090549","response to carbon starvation",5,3,0.4,0.00463,"BP"
"31","GO:0010029","regulation of seed germination",55,13,4.44,0.00467,"BP"
"32","GO:0010311","lateral root formation",34,8,2.74,0.00477,"BP"
"33","GO:0010495","siRNA-mediated long-distance post-transc...",2,2,0.16,0.0065,"BP"
"34","GO:0006069","ethanol oxidation",2,2,0.16,0.0065,"BP"
"35","GO:0009073","aromatic amino acid family biosynthetic ...",37,9,2.99,0.00652,"BP"
"36","GO:0009414","response to water deprivation",225,28,18.15,0.00713,"BP"
"37","GO:0009651","response to salt stress",259,31,20.9,0.00868,"BP"
"38","GO:0008203","cholesterol metabolic process",16,7,1.29,0.00869,"BP"
"39","GO:0006308","DNA catabolic process",6,3,0.48,0.0087,"BP"
"40","GO:0007205","protein kinase C-activating G protein-co...",6,3,0.48,0.0087,"BP"
"41","GO:0006970","response to osmotic stress",308,40,24.85,0.00906,"BP"
"42","GO:0000272","polysaccharide catabolic process",132,20,10.65,0.01007,"BP"
"43","GO:0006071","glycerol metabolic process",23,6,1.86,0.0119,"BP"
"44","GO:0006833","water transport",18,5,1.45,0.01193,"BP"
"45","GO:0009939","positive regulation of gibberellic acid ...",13,4,1.05,0.01668,"BP"
"46","GO:0034605","cellular response to heat",34,7,2.74,0.01704,"BP"
"47","GO:0006538","glutamate catabolic process",3,2,0.24,0.01846,"BP"
"48","GO:0019632","shikimate metabolic process",3,2,0.24,0.01846,"BP"
"49","GO:0008153","para-aminobenzoic acid biosynthetic proc...",3,2,0.24,0.01846,"BP"
"50","GO:0006435","threonyl-tRNA aminoacylation",3,2,0.24,0.01846,"BP"
"51","GO:0050992","dimethylallyl diphosphate biosynthetic p...",3,2,0.24,0.01846,"BP"
"52","GO:0046345","abscisic acid catabolic process",3,2,0.24,0.01846,"BP"
"53","GO:0034219","carbohydrate transmembrane transport",54,13,4.36,0.01847,"BP"
"54","GO:0010411","xyloglucan metabolic process",27,6,2.18,0.01849,"BP"
"55","GO:0046208","spermine catabolic process",8,3,0.65,0.02154,"BP"
"56","GO:0006657","CDP-choline pathway",8,3,0.65,0.02154,"BP"
"57","GO:0009862","systemic acquired resistance, salicylic ...",8,3,0.65,0.02154,"BP"
"58","GO:1903602","thermospermine catabolic process",8,3,0.65,0.02154,"BP"
"59","GO:0019375","galactolipid biosynthetic process",8,3,0.65,0.02154,"BP"
"60","GO:0016135","saponin biosynthetic process",8,3,0.65,0.02154,"BP"
"61","GO:0006116","NADH oxidation",8,3,0.65,0.02154,"BP"
"62","GO:0043433","negative regulation of DNA-binding trans...",8,3,0.65,0.02154,"BP"
"63","GO:0010345","suberin biosynthetic process",8,3,0.65,0.02154,"BP"
"64","GO:0009738","abscisic acid-activated signaling pathwa...",180,21,14.52,0.02166,"BP"
"65","GO:0048268","clathrin coat assembly",14,4,1.13,0.02189,"BP"
"66","GO:0016042","lipid catabolic process",194,27,15.65,0.022,"BP"
"67","GO:0009653","anatomical structure morphogenesis",612,48,49.38,0.02251,"BP"
"68","GO:0010030","positive regulation of seed germination",21,5,1.69,0.02317,"BP"
"69","GO:0006952","defense response",963,88,77.7,0.02645,"BP"
"70","GO:1990937","xylan acetylation",22,5,1.77,0.02805,"BP"
"71","GO:0009646","response to absence of light",34,7,2.74,0.03011,"BP"
"72","GO:0009269","response to desiccation",9,3,0.73,0.03041,"BP"
"73","GO:0071456","cellular response to hypoxia",73,11,5.89,0.03138,"BP"
"74","GO:0009845","seed germination",98,20,7.91,0.03367,"BP"
"75","GO:0006542","glutamine biosynthetic process",4,2,0.32,0.03496,"BP"
"76","GO:0006695","cholesterol biosynthetic process",4,2,0.32,0.03496,"BP"
"77","GO:0033384","geranyl diphosphate biosynthetic process",4,2,0.32,0.03496,"BP"
"78","GO:0055129","L-proline biosynthetic process",4,2,0.32,0.03496,"BP"
"79","GO:0010021","amylopectin biosynthetic process",4,2,0.32,0.03496,"BP"
"80","GO:0033481","galacturonate biosynthetic process",4,2,0.32,0.03496,"BP"
"81","GO:0050482","arachidonic acid secretion",4,2,0.32,0.03496,"BP"
"82","GO:0015840","urea transport",4,2,0.32,0.03496,"BP"
"83","GO:1901002","positive regulation of response to salt ...",31,6,2.5,0.03498,"BP"
"84","GO:0010044","response to aluminum ion",16,4,1.29,0.035,"BP"
"85","GO:0090332","stomatal closure",30,3,2.42,0.03503,"BP"
"86","GO:0071365","cellular response to auxin stimulus",188,20,15.17,0.0406,"BP"
"87","GO:0009625","response to insect",10,3,0.81,0.04089,"BP"
"88","GO:0009627","systemic acquired resistance",33,8,2.66,0.04597,"BP"
"89","GO:0009733","response to auxin",248,29,20.01,0.04868,"BP"
"90","GO:0072583","clathrin-dependent endocytosis",34,6,2.74,0.05212,"BP"
"91","GO:0006730","one-carbon metabolic process",20,4,1.61,0.05289,"BP"
"92","GO:0009785","blue light signaling pathway",11,3,0.89,0.05293,"BP"
"93","GO:0040008","regulation of growth",143,10,11.54,0.05344,"BP"
"94","GO:0006177","GMP biosynthetic process",5,2,0.4,0.05518,"BP"
"95","GO:0030007","intracellular potassium ion homeostasis",5,2,0.4,0.05518,"BP"
"96","GO:0010336","gibberellic acid homeostasis",5,2,0.4,0.05518,"BP"
"97","GO:0006751","glutathione catabolic process",5,2,0.4,0.05518,"BP"
"98","GO:0009970","cellular response to sulfate starvation",5,2,0.4,0.05518,"BP"
"99","GO:0046168","glycerol-3-phosphate catabolic process",5,2,0.4,0.05518,"BP"
"100","GO:0046856","phosphatidylinositol dephosphorylation",19,4,1.53,0.06157,"BP"
"101","GO:0035556","intracellular signal transduction",350,35,28.24,0.0616,"BP"
"102","GO:0009631","cold acclimation",27,5,2.18,0.06177,"BP"
"103","GO:0006865","amino acid transport",70,12,5.65,0.06509,"BP"
"104","GO:0046274","lignin catabolic process",12,3,0.97,0.06647,"BP"
"105","GO:0009408","response to heat",156,22,12.59,0.06832,"BP"
"106","GO:0009835","fruit ripening",32,6,2.58,0.07025,"BP"
"107","GO:0009741","response to brassinosteroid",109,14,8.79,0.07162,"BP"
"108","GO:0090697","post-embryonic plant organ morphogenesis",89,12,7.18,0.07794,"BP"
"109","GO:0045337","farnesyl diphosphate biosynthetic proces...",6,2,0.48,0.07842,"BP"
"110","GO:0098755","maintenance of seed dormancy by absisic ...",6,2,0.48,0.07842,"BP"
"111","GO:0031347","regulation of defense response",200,16,16.14,0.08048,"BP"
"112","GO:0010608","post-transcriptional regulation of gene ...",169,16,13.64,0.08056,"BP"
"113","GO:0006527","arginine catabolic process",2,2,0.16,0.0806,"BP"
"114","GO:0033353","S-adenosylmethionine cycle",4,2,0.32,0.08062,"BP"
"115","GO:0046900","tetrahydrofolylpolyglutamate metabolic p...",4,2,0.32,0.08062,"BP"
"116","GO:0006522","alanine metabolic process",6,2,0.48,0.08063,"BP"
"117","GO:0006778","porphyrin-containing compound metabolic ...",72,5,5.81,0.08083,"BP"
"118","GO:0045454","cell redox homeostasis",21,4,1.69,0.08379,"BP"
"119","GO:0009607","response to biotic stimulus",765,64,61.72,0.09615,"BP"
"120","GO:0048830","adventitious root development",14,3,1.13,0.09763,"BP"
"121","GO:0002758","innate immune response-activating signal...",34,6,2.74,0.10372,"BP"
"122","GO:0010225","response to UV-C",7,2,0.56,0.10406,"BP"
"123","GO:0009753","response to jasmonic acid",99,13,7.99,0.10803,"BP"
"124","GO:0009751","response to salicylic acid",74,9,5.97,0.10883,"BP"
"125","GO:0034220","monoatomic ion transmembrane transport",303,24,24.45,0.1102,"BP"
"126","GO:0009734","auxin-activated signaling pathway",178,17,14.36,0.11994,"BP"
"127","GO:0006541","glutamine metabolic process",28,6,2.26,0.12274,"BP"
"128","GO:0099402","plant organ development",638,41,51.47,0.12498,"BP"
"129","GO:0071555","cell wall organization",366,37,29.53,0.12596,"BP"
"130","GO:0010214","seed coat development",28,5,2.26,0.13125,"BP"
"131","GO:0009688","abscisic acid biosynthetic process",15,3,1.21,0.13147,"BP"
"132","GO:0080183","response to photooxidative stress",8,2,0.65,0.13156,"BP"
"133","GO:0140825","lactoperoxidase activity",63,15,5.13,0.00012,"MF"
"134","GO:0005354","galactose transmembrane transporter acti...",8,5,0.65,0.00016,"MF"
"135","GO:0015591","D-ribose transmembrane transporter activ...",8,5,0.65,0.00016,"MF"
"136","GO:0015168","glycerol transmembrane transporter activ...",8,5,0.65,0.00016,"MF"
"137","GO:0015575","mannitol transmembrane transporter activ...",8,5,0.65,0.00016,"MF"
"138","GO:0015576","sorbitol transmembrane transporter activ...",8,5,0.65,0.00016,"MF"
"139","GO:0015148","D-xylose transmembrane transporter activ...",8,5,0.65,0.00016,"MF"
"140","GO:0005365","myo-inositol transmembrane transporter a...",9,5,0.73,0.00034,"MF"
"141","GO:0004014","adenosylmethionine decarboxylase activit...",3,3,0.24,0.00054,"MF"
"142","GO:0020037","heme binding",241,35,19.64,0.00057,"MF"
"143","GO:0005351","carbohydrate:proton symporter activity",11,5,0.9,0.00108,"MF"
"144","GO:0005355","glucose transmembrane transporter activi...",11,5,0.9,0.00108,"MF"
"145","GO:0016788","hydrolase activity, acting on ester bond...",720,70,58.68,0.00323,"MF"
"146","GO:0030170","pyridoxal phosphate binding",71,13,5.79,0.00442,"MF"
"147","GO:0004143","ATP-dependent diacylglycerol kinase acti...",5,3,0.41,0.00476,"MF"
"148","GO:0047274","galactinol-sucrose galactosyltransferase...",5,3,0.41,0.00476,"MF"
"149","GO:0015250","water channel activity",15,5,1.22,0.00535,"MF"
"150","GO:0032050","clathrin heavy chain binding",15,5,1.22,0.00535,"MF"
"151","GO:0009044","xylan 1,4-beta-xylosidase activity",10,4,0.82,0.00618,"MF"
"152","GO:0008889","glycerophosphodiester phosphodiesterase ...",10,4,0.82,0.00618,"MF"
"153","GO:0008696","4-amino-4-deoxychorismate lyase activity",2,2,0.16,0.00664,"MF"
"154","GO:0106321","S-(hydroxymethyl)glutathione dehydrogena...",2,2,0.16,0.00664,"MF"
"155","GO:0106322","S-(hydroxymethyl)glutathione dehydrogena...",2,2,0.16,0.00664,"MF"
"156","GO:0004352","glutamate dehydrogenase (NAD+) activity",2,2,0.16,0.00664,"MF"
"157","GO:0047810","D-alanine:2-oxoglutarate aminotransferas...",2,2,0.16,0.00664,"MF"
"158","GO:0015137","citrate transmembrane transporter activi...",2,2,0.16,0.00664,"MF"
"159","GO:0017018","myosin phosphatase activity",109,17,8.88,0.00691,"MF"
"160","GO:0008753","NADPH dehydrogenase (quinone) activity",6,3,0.49,0.00895,"MF"
"161","GO:0016762","xyloglucan:xyloglucosyl transferase acti...",18,5,1.47,0.01244,"MF"
"162","GO:0010427","abscisic acid binding",7,3,0.57,0.01472,"MF"
"163","GO:0034485","phosphatidylinositol-3,4,5-trisphosphate...",7,3,0.57,0.01472,"MF"
"164","GO:0051119","sugar transmembrane transporter activity",49,12,3.99,0.01549,"MF"
"165","GO:0051753","mannan synthase activity",19,5,1.55,0.01577,"MF"
"166","GO:0004354","glutamate dehydrogenase (NADP+) activity",3,2,0.24,0.01883,"MF"
"167","GO:0010295","(+)-abscisic acid 8'-hydroxylase activit...",3,2,0.24,0.01883,"MF"
"168","GO:0004829","threonine-tRNA ligase activity",3,2,0.24,0.01883,"MF"
"169","GO:0052894","norspermine:oxygen oxidoreductase activi...",8,3,0.65,0.02214,"MF"
"170","GO:0016208","AMP binding",8,3,0.65,0.02214,"MF"
"171","GO:0052901","spermine:oxygen oxidoreductase (spermidi...",8,3,0.65,0.02214,"MF"
"172","GO:0004439","phosphatidylinositol-4,5-bisphosphate 5-...",8,3,0.65,0.02214,"MF"
"173","GO:0005545","1-phosphatidylinositol binding",14,4,1.14,0.02265,"MF"
"174","GO:1990538","xylan O-acetyltransferase activity",21,5,1.71,0.02411,"MF"
"175","GO:0004791","thioredoxin-disulfide reductase (NADP) a...",9,3,0.73,0.03123,"MF"
"176","GO:0050136","NADH dehydrogenase (quinone) activity",23,5,1.87,0.03485,"MF"
"177","GO:0004557","alpha-galactosidase activity",5,3,0.41,0.03557,"MF"
"178","GO:0003959","NADPH dehydrogenase activity",4,2,0.33,0.03564,"MF"
"179","GO:0004356","glutamine synthetase activity",4,2,0.33,0.03564,"MF"
"180","GO:0015293","symporter activity",91,16,7.42,0.03574,"MF"
"181","GO:0005507","copper ion binding",65,10,5.3,0.0366,"MF"
"182","GO:0005546","phosphatidylinositol-4,5-bisphosphate bi...",32,6,2.61,0.04197,"MF"
"183","GO:0031176","endo-1,4-beta-xylanase activity",10,3,0.82,0.04197,"MF"
"184","GO:0030247","polysaccharide binding",69,10,5.62,0.0429,"MF"
"185","GO:0004568","chitinase activity",18,4,1.47,0.05345,"MF"
"186","GO:0005504","fatty acid binding",11,3,0.9,0.0543,"MF"
"187","GO:0004337","geranyltranstransferase activity",8,3,0.65,0.05614,"MF"
"188","GO:0000014","single-stranded DNA endodeoxyribonucleas...",5,2,0.41,0.05622,"MF"
"189","GO:0004161","dimethylallyltranstransferase activity",5,2,0.41,0.05622,"MF"
"190","GO:0047952","glycerol-3-phosphate dehydrogenase [NAD(...",5,2,0.41,0.05622,"MF"
"191","GO:0050378","UDP-glucuronate 4-epimerase activity",5,2,0.41,0.05622,"MF"
"192","GO:0008453","alanine-glyoxylate transaminase activity",5,2,0.41,0.05622,"MF"
"193","GO:0010279","indole-3-acetic acid amido synthetase ac...",5,2,0.41,0.05622,"MF"
"194","GO:0004096","catalase activity",5,2,0.41,0.05622,"MF"
"195","GO:0004069","L-aspartate:2-oxoglutarate aminotransfer...",5,2,0.41,0.05622,"MF"
"196","GO:0016161","beta-amylase activity",5,2,0.41,0.05622,"MF"
"197","GO:0034647","histone H3K4me/H3K4me2/H3K4me3 demethyla...",5,2,0.41,0.05622,"MF"
"198","GO:0004596","peptide alpha-N-acetyltransferase activi...",5,2,0.41,0.05622,"MF"
"199","GO:0003700","DNA-binding transcription factor activit...",853,80,69.53,0.06312,"MF"
"200","GO:0046556","alpha-L-arabinofuranosidase activity",12,3,0.98,0.06814,"MF"
"201","GO:0052716","hydroquinone:oxygen oxidoreductase activ...",12,3,0.98,0.06814,"MF"
"202","GO:0022857","transmembrane transporter activity",866,87,70.58,0.07375,"MF"
"203","GO:0140359","ABC-type transporter activity",74,10,6.03,0.07668,"MF"
"204","GO:0003978","UDP-glucose 4-epimerase activity",6,2,0.49,0.07985,"MF"
"205","GO:0106286","(E)-caffeate-CoA ligase activity",6,2,0.49,0.07985,"MF"
"206","GO:0047259","glucomannan 4-beta-mannosyltransferase a...",6,2,0.49,0.07985,"MF"
"207","GO:0004623","phospholipase A2 activity",6,2,0.49,0.07985,"MF"
"208","GO:0102229","amylopectin maltohydrolase activity",6,2,0.49,0.07985,"MF"
"209","GO:0000285","1-phosphatidylinositol-3-phosphate 5-kin...",6,2,0.49,0.07985,"MF"
"210","GO:0004739","pyruvate dehydrogenase (acetyl-transferr...",6,2,0.49,0.07985,"MF"
"211","GO:0004435","phosphatidylinositol phospholipase C act...",6,2,0.49,0.07985,"MF"
"212","GO:0015142","tricarboxylic acid transmembrane transpo...",3,3,0.24,0.08136,"MF"
"213","GO:0042973","glucan endo-1,3-beta-D-glucosidase activ...",47,7,3.83,0.08456,"MF"
"214","GO:0004445","inositol-polyphosphate 5-phosphatase act...",14,3,1.14,0.09998,"MF"
"215","GO:0000179","rRNA (adenine-N6,N6-)-dimethyltransferas...",7,2,0.57,0.1059,"MF"
"216","GO:0005471","ATP:ADP antiporter activity",7,2,0.57,0.1059,"MF"
"217","GO:0070012","oligopeptidase activity",7,2,0.57,0.1059,"MF"
"218","GO:0015175","neutral L-amino acid transmembrane trans...",7,2,0.57,0.1059,"MF"
"219","GO:0004864","protein phosphatase inhibitor activity",15,3,1.22,0.11773,"MF"
"220","GO:0016760","cellulose synthase (UDP-forming) activit...",24,4,1.96,0.12677,"MF"
"221","GO:0004869","cysteine-type endopeptidase inhibitor ac...",8,2,0.65,0.13382,"MF"
"222","GO:0004805","trehalose-phosphatase activity",8,2,0.65,0.13382,"MF"
"223","GO:0015079","potassium ion transmembrane transporter ...",55,6,4.48,0.14191,"MF"
"224","GO:0008233","peptidase activity",459,39,37.41,0.15259,"MF"
"225","GO:0003954","NADH dehydrogenase activity",25,6,2.04,0.15591,"MF"
"226","GO:0004629","phospholipase C activity",9,4,0.73,0.15602,"MF"
"227","GO:0015172","acidic amino acid transmembrane transpor...",7,2,0.57,0.15629,"MF"
"228","GO:0005576","extracellular region",759,110,59.96,9.1e-09,"CC"
"229","GO:0005886","plasma membrane",1656,188,130.82,6.8e-08,"CC"
"230","GO:0098552","side of membrane",164,32,12.96,3e-06,"CC"
"231","GO:0048046","apoplast",153,25,12.09,0.00038,"CC"
"232","GO:0009505","plant-type cell wall",98,19,7.74,0.00207,"CC"
"233","GO:0048226","Casparian strip",5,3,0.39,0.00435,"CC"
"234","GO:0097708","intracellular vesicle",498,32,39.34,0.01805,"CC"
"235","GO:0009274","peptidoglycan-based cell wall",4,2,0.32,0.03359,"CC"
"236","GO:0035618","root hair",4,2,0.32,0.03359,"CC"
"237","GO:0005905","clathrin-coated pit",23,5,1.82,0.04012,"CC"
"238","GO:0071944","cell periphery",1806,209,142.67,0.04584,"CC"
"239","GO:0009514","glyoxysome",18,4,1.42,0.04854,"CC"
"240","GO:0022627","cytosolic small ribosomal subunit",21,4,1.66,0.07882,"CC"
"241","GO:0042721","TIM22 mitochondrial import inner membran...",7,2,0.55,0.10034,"CC"
"242","GO:0009331","glycerol-3-phosphate dehydrogenase compl...",7,2,0.55,0.10034,"CC"
"243","GO:0031012","extracellular matrix",24,4,1.9,0.11644,"CC"
"244","GO:0009898","cytoplasmic side of plasma membrane",18,4,1.42,0.12674,"CC"
"245","GO:0012511","monolayer-surrounded lipid storage body",9,2,0.71,0.15507,"CC"
"246","GO:0030136","clathrin-coated vesicle",57,6,4.5,0.16049,"CC"
"247","GO:0031234","extrinsic component of cytoplasmic side ...",10,2,0.79,0.18415,"CC"
"248","GO:0015629","actin cytoskeleton",47,6,3.71,0.19219,"CC"
"249","GO:0043226","organelle",8311,562,656.57,0.19301,"CC"
"250","GO:0019005","SCF ubiquitin ligase complex",50,6,3.95,0.19986,"CC"
"251","GO:0042555","MCM complex",11,2,0.87,0.21392,"CC"
"252","GO:0005881","cytoplasmic microtubule",36,4,2.84,0.21871,"CC"
"253","GO:0099503","secretory vesicle",50,6,3.95,0.22008,"CC"
"254","GO:0005773","vacuole",438,38,34.6,0.25705,"CC"
"255","GO:0009536","plastid",1660,107,131.14,0.25779,"CC"
"256","GO:0005743","mitochondrial inner membrane",185,15,14.61,0.25799,"CC"
"257","GO:0005759","mitochondrial matrix",114,11,9.01,0.2891,"CC"
"258","GO:0005856","cytoskeleton",357,24,28.2,0.29839,"CC"
"259","GO:0005774","vacuolar membrane",185,15,14.61,0.30321,"CC"
"260","GO:0032586","protein storage vacuole membrane",14,2,1.11,0.30461,"CC"
"261","GO:0032580","Golgi cisterna membrane",37,4,2.92,0.33461,"CC"
"262","GO:0010287","plastoglobule",26,3,2.05,0.33839,"CC"
"263","GO:0012506","vesicle membrane",224,12,17.7,0.33922,"CC"
"264","GO:0009522","photosystem I",27,3,2.13,0.36065,"CC"
"265","GO:0015934","large ribosomal subunit",67,6,5.29,0.36075,"CC"
"266","GO:0005829","cytosol",1191,99,94.09,0.38627,"CC"
"267","GO:0005765","lysosomal membrane",17,2,1.34,0.39329,"CC"
"268","GO:0000781","chromosome, telomeric region",17,2,1.34,0.39329,"CC"
"269","GO:0030687","preribosome, large subunit precursor",17,2,1.34,0.39329,"CC"
"270","GO:0000786","nucleosome",41,4,3.24,0.40832,"CC"
"271","GO:0031090","organelle membrane",1879,117,148.44,0.41204,"CC"
"272","GO:0009506","plasmodesma",265,22,20.93,0.43625,"CC"
"273","GO:0000325","plant-type vacuole",238,18,18.8,0.43687,"CC"
"274","GO:0005795","Golgi stack",104,6,8.22,0.43889,"CC"
"275","GO:0005615","extracellular space",64,5,5.06,0.44516,"CC"
"276","GO:0030665","clathrin-coated vesicle membrane",26,2,2.05,0.48255,"CC"
"277","GO:0055028","cortical microtubule",33,3,2.61,0.48976,"CC"
"278","GO:0005777","peroxisome",165,16,13.03,0.49312,"CC"
"279","GO:0009706","chloroplast inner membrane",72,7,5.69,0.49325,"CC"
"280","GO:0031969","chloroplast membrane",241,19,19.04,0.4964,"CC"
"281","GO:0000139","Golgi membrane",376,30,29.7,0.50554,"CC"
"282","GO:0030659","cytoplasmic vesicle membrane",219,11,17.3,0.50638,"CC"
"283","GO:0000326","protein storage vacuole",23,3,1.82,0.52298,"CC"
"284","GO:0012505","endomembrane system",1665,100,131.53,0.52717,"CC"
"285","GO:0048471","perinuclear region of cytoplasm",36,3,2.84,0.54943,"CC"
"286","GO:0031201","SNARE complex",23,2,1.82,0.55235,"CC"
"287","GO:0031966","mitochondrial membrane",249,19,19.67,0.55284,"CC"
"288","GO:0005635","nuclear envelope",117,5,9.24,0.57834,"CC"
"289","GO:0042995","cell projection",86,6,6.79,0.59607,"CC"
"290","GO:0031982","vesicle",531,35,41.95,0.59856,"CC"
"291","GO:0090406","pollen tube",39,3,3.08,0.60478,"CC"
"292","GO:0022625","cytosolic large ribosomal subunit",40,3,3.16,0.62219,"CC"
"293","GO:0022626","cytosolic ribosome",73,8,5.77,0.62683,"CC"
"294","GO:0070469","respirasome",55,3,4.34,0.62822,"CC"
"295","GO:0042644","chloroplast nucleoid",27,2,2.13,0.64086,"CC"
"296","GO:0016020","membrane",5592,458,441.77,0.64627,"CC"
"297","GO:0005794","Golgi apparatus",735,56,58.06,0.65794,"CC"
"298","GO:0005747","mitochondrial respiratory chain complex ...",29,2,2.29,0.67968,"CC"
"299","GO:0000138","Golgi trans cisterna",29,2,2.29,0.67968,"CC"
"300","GO:0080008","Cul4-RING E3 ubiquitin ligase complex",47,4,3.71,0.68599,"CC"
"301","GO:0042651","thylakoid membrane",237,9,18.72,0.71287,"CC"
"302","GO:0005741","mitochondrial outer membrane",47,3,3.71,0.72911,"CC"
"303","GO:0030686","90S preribosome",20,2,1.58,0.73195,"CC"
"304","GO:0000785","chromatin",172,11,13.59,0.7668,"CC"
"305","GO:0009501","amyloplast",35,2,2.76,0.77583,"CC"
"306","GO:0005764","lysosome",36,3,2.84,0.79064,"CC"
"307","GO:0005938","cell cortex",83,5,6.56,0.79123,"CC"
"308","GO:0005770","late endosome",58,3,4.58,0.79124,"CC"
"309","GO:0009570","chloroplast stroma",353,25,27.89,0.81635,"CC"
"310","GO:0016604","nuclear body",113,3,8.93,0.83773,"CC"
"311","GO:0005739","mitochondrion",1000,73,79,0.84298,"CC"
"312","GO:0000151","ubiquitin ligase complex",135,12,10.66,0.84896,"CC"
"313","GO:0009534","chloroplast thylakoid",275,10,21.72,0.85292,"CC"
"314","GO:0031965","nuclear membrane",59,3,4.66,0.85542,"CC"
"315","GO:0005769","early endosome",42,2,3.32,0.87257,"CC"
"316","GO:0009524","phragmoplast",63,3,4.98,0.88424,"CC"
"317","GO:0009707","chloroplast outer membrane",65,3,5.13,0.89664,"CC"
"318","GO:0009523","photosystem II",48,2,3.79,0.90192,"CC"
"319","GO:0005783","endoplasmic reticulum",774,38,61.15,0.90963,"CC"
"320","GO:0043229","intracellular organelle",8285,558,654.51,0.91524,"CC"
"321","GO:0005802","trans-Golgi network",140,7,11.06,0.93295,"CC"
"322","GO:1990204","oxidoreductase complex",75,6,5.92,0.93899,"CC"
"323","GO:0005654","nucleoplasm",341,16,26.94,0.95736,"CC"
"324","GO:0031410","cytoplasmic vesicle",495,30,39.1,0.95743,"CC"
"325","GO:0005840","ribosome",265,18,20.93,0.95877,"CC"
"326","GO:0005768","endosome",303,13,23.94,0.95907,"CC"
"327","GO:0009705","plant-type vacuole membrane",76,4,6,0.96174,"CC"
"328","GO:0005730","nucleolus",284,16,22.44,0.96206,"CC"
"329","GO:0005874","microtubule",196,12,15.48,0.96254,"CC"
"330","GO:0019898","extrinsic component of membrane",53,3,4.19,0.96582,"CC"
"331","GO:0010008","endosome membrane",144,6,11.38,0.97252,"CC"
"332","GO:0005819","spindle",87,3,6.87,0.97497,"CC"
"333","GO:0009941","chloroplast envelope",334,22,26.39,0.98113,"CC"
"334","GO:1990904","ribonucleoprotein complex",533,28,42.11,0.9834,"CC"
"335","GO:0005634","nucleus",3988,258,315.05,0.99579,"CC"
"336","GO:0005737","cytoplasm",6561,464,518.32,0.99596,"CC"
"337","GO:0009507","chloroplast",1510,93,119.29,0.99623,"CC"
"338","GO:0009535","chloroplast thylakoid membrane",221,8,17.46,0.9971,"CC"
"339","GO:0005681","spliceosomal complex",118,2,9.32,0.9995,"CC"
"340","GO:0005789","endoplasmic reticulum membrane",431,17,34.05,0.99985,"CC"
"341","GO:0098588","bounding membrane of organelle",1088,63,85.95,1,"CC"
"342","GO:0098852","lytic vacuole membrane",17,2,1.34,1,"CC"
"343","GO:0042579","microbody",165,16,13.03,1,"CC"
