"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"135","GO:0005730","nucleolus",284,16,7.08,0.00436,"CC"
"136","GO:0005681","spliceosomal complex",118,12,2.94,0.00636,"CC"
"137","GO:0030687","preribosome, large subunit precursor",17,3,0.42,0.00804,"CC"
"138","GO:0005845","mRNA cap binding complex",6,2,0.15,0.00869,"CC"
"139","GO:0016607","nuclear speck",73,6,1.82,0.0096,"CC"
"140","GO:0005737","cytoplasm",6561,184,163.51,0.01067,"CC"
"141","GO:0019774","proteasome core complex, beta-subunit co...",7,2,0.17,0.01197,"CC"
"142","GO:0005689","U12-type spliceosomal complex",7,2,0.17,0.01197,"CC"
"143","GO:0008180","COP9 signalosome",8,2,0.2,0.0157,"CC"
"144","GO:0005685","U1 snRNP",8,2,0.2,0.0157,"CC"
"145","GO:0005829","cytosol",1191,44,29.68,0.01574,"CC"
"146","GO:0071005","U2-type precatalytic spliceosome",10,2,0.25,0.02441,"CC"
"147","GO:0071007","U2-type catalytic step 2 spliceosome",10,2,0.25,0.02441,"CC"
"148","GO:0005741","mitochondrial outer membrane",47,5,1.17,0.02505,"CC"
"149","GO:0005794","Golgi apparatus",735,23,18.32,0.03051,"CC"
"150","GO:0005634","nucleus",3988,128,99.39,0.0306,"CC"
"151","GO:0005686","U2 snRNP",12,2,0.3,0.03465,"CC"
"152","GO:0005747","mitochondrial respiratory chain complex ...",29,3,0.72,0.03473,"CC"
"153","GO:0005811","lipid droplet",32,3,0.8,0.04466,"CC"
"154","GO:0046930","pore complex",14,2,0.35,0.04625,"CC"
"155","GO:0071011","precatalytic spliceosome",12,3,0.3,0.04895,"CC"
"156","GO:0071013","catalytic step 2 spliceosome",26,4,0.65,0.05845,"CC"
"157","GO:0090406","pollen tube",39,3,0.97,0.07259,"CC"
"158","GO:0009527","plastid outer membrane",68,3,1.69,0.07284,"CC"
"159","GO:0005852","eukaryotic translation initiation factor...",18,2,0.45,0.07288,"CC"
"160","GO:0033290","eukaryotic 48S preinitiation complex",18,2,0.45,0.07288,"CC"
"161","GO:0016282","eukaryotic 43S preinitiation complex",18,2,0.45,0.07288,"CC"
"162","GO:0022625","cytosolic large ribosomal subunit",40,3,1,0.07709,"CC"
"163","GO:0005778","peroxisomal membrane",43,3,1.07,0.09129,"CC"
"164","GO:0031519","PcG protein complex",10,2,0.25,0.11825,"CC"
"165","GO:0030125","clathrin vesicle coat",14,2,0.35,0.14021,"CC"
"166","GO:0000502","proteasome complex",47,4,1.17,0.16109,"CC"
"167","GO:0000178","exosome (RNase complex)",14,2,0.35,0.16158,"CC"
"168","GO:0005840","ribosome",265,10,6.6,0.16642,"CC"
"169","GO:0030665","clathrin-coated vesicle membrane",26,3,0.65,0.18204,"CC"
"170","GO:0005743","mitochondrial inner membrane",185,9,4.61,0.1846,"CC"
"171","GO:0005654","nucleoplasm",341,16,8.5,0.24795,"CC"
"172","GO:0016604","nuclear body",113,8,2.82,0.25803,"CC"
"173","GO:1990904","ribonucleoprotein complex",533,29,13.28,0.26554,"CC"
"174","GO:0005759","mitochondrial matrix",114,6,2.84,0.27381,"CC"
"175","GO:0009536","plastid",1660,38,41.37,0.28741,"CC"
"176","GO:0005643","nuclear pore",44,2,1.1,0.30019,"CC"
"177","GO:0000123","histone acetyltransferase complex",30,2,0.75,0.33182,"CC"
"178","GO:0009506","plasmodesma",265,8,6.6,0.34113,"CC"
"179","GO:0005905","clathrin-coated pit",23,2,0.57,0.34828,"CC"
"180","GO:0009941","chloroplast envelope",334,8,8.32,0.41207,"CC"
"181","GO:0031966","mitochondrial membrane",249,15,6.21,0.4316,"CC"
"182","GO:0005768","endosome",303,6,7.55,0.45165,"CC"
"183","GO:0009705","plant-type vacuole membrane",76,3,1.89,0.45879,"CC"
"184","GO:0015630","microtubule cytoskeleton",255,4,6.36,0.47127,"CC"
"185","GO:0000785","chromatin",172,6,4.29,0.48222,"CC"
"186","GO:0009707","chloroplast outer membrane",65,2,1.62,0.4845,"CC"
"187","GO:0030136","clathrin-coated vesicle",57,4,1.42,0.49193,"CC"
"188","GO:0000325","plant-type vacuole",238,7,5.93,0.53004,"CC"
"189","GO:0005773","vacuole",438,11,10.92,0.53939,"CC"
"190","GO:0005783","endoplasmic reticulum",774,22,19.29,0.58113,"CC"
"191","GO:0031410","cytoplasmic vesicle",495,15,12.34,0.61407,"CC"
"192","GO:0005789","endoplasmic reticulum membrane",431,10,10.74,0.63674,"CC"
"193","GO:0005802","trans-Golgi network",140,3,3.49,0.68217,"CC"
"194","GO:0000139","Golgi membrane",376,8,9.37,0.72478,"CC"
"195","GO:0012505","endomembrane system",1665,46,41.5,0.72527,"CC"
"196","GO:0031969","chloroplast membrane",241,5,6.01,0.76001,"CC"
"197","GO:0005856","cytoskeleton",357,6,8.9,0.76632,"CC"
"198","GO:0009535","chloroplast thylakoid membrane",221,4,5.51,0.80525,"CC"
"199","GO:0005777","peroxisome",165,5,4.11,0.80922,"CC"
"200","GO:0009570","chloroplast stroma",353,7,8.8,0.87141,"CC"
"201","GO:0016020","membrane",5592,128,139.36,0.89118,"CC"
"202","GO:0048046","apoplast",153,2,3.81,0.89812,"CC"
"203","GO:0005739","mitochondrion",1000,31,24.92,0.90242,"CC"
"204","GO:0009507","chloroplast",1510,32,37.63,0.90497,"CC"
"205","GO:0005886","plasma membrane",1656,35,41.27,0.93449,"CC"
"206","GO:0010008","endosome membrane",144,2,3.59,0.95091,"CC"
"207","GO:0005874","microtubule",196,2,4.88,0.95838,"CC"
"208","GO:0005576","extracellular region",759,8,18.92,0.99814,"CC"
"209","GO:0098588","bounding membrane of organelle",1088,30,27.12,1,"CC"
"210","GO:0097708","intracellular vesicle",498,15,12.41,1,"CC"
"211","GO:0042579","microbody",165,5,4.11,1,"CC"
"212","GO:0120114","Sm-like protein family complex",38,3,0.95,1,"CC"
"213","GO:0005622","intracellular anatomical structure",9342,264,232.82,1,"CC"
"214","GO:0005575","cellular_component",12519,312,312,1,"CC"
"215","GO:0019866","organelle inner membrane",259,10,6.45,1,"CC"
"216","GO:0019867","outer membrane",335,11,8.35,1,"CC"
"217","GO:0030120","vesicle coat",33,3,0.82,1,"CC"
"218","GO:0045271","respiratory chain complex I",30,3,0.75,1,"CC"
"219","GO:0043231","intracellular membrane-bounded organelle",7864,222,195.99,1,"CC"
"220","GO:0043232","intracellular non-membrane-bounded organ...",1589,46,39.6,1,"CC"
"221","GO:0043233","organelle lumen",814,35,20.29,1,"CC"
"222","GO:1902493","acetyltransferase complex",33,2,0.82,1,"CC"
"223","GO:1902494","catalytic complex",746,34,18.59,1,"CC"
"224","GO:0048475","coated membrane",49,4,1.22,1,"CC"
"225","GO:1902495","transmembrane transporter complex",55,3,1.37,1,"CC"
"226","GO:0098827","endoplasmic reticulum subcompartment",433,11,10.79,1,"CC"
"227","GO:0030117","membrane coat",49,4,1.22,1,"CC"
"228","GO:0030118","clathrin coat",22,3,0.55,1,"CC"
"229","GO:1904949","ATPase complex",69,3,1.72,1,"CC"
"230","GO:0030964","NADH dehydrogenase complex",30,3,0.75,1,"CC"
"231","GO:0000151","ubiquitin ligase complex",135,7,3.36,1,"CC"
"232","GO:0005635","nuclear envelope",117,3,2.92,1,"CC"
"233","GO:0012506","vesicle membrane",224,7,5.58,1,"CC"
"234","GO:0032991","protein-containing complex",2042,80,50.89,1,"CC"
"235","GO:0032993","protein-DNA complex",198,7,4.93,1,"CC"
"236","GO:0005774","vacuolar membrane",185,5,4.61,1,"CC"
"237","GO:0070013","intracellular organelle lumen",814,35,20.29,1,"CC"
"238","GO:0030133","transport vesicle",45,2,1.12,1,"CC"
"239","GO:0030135","coated vesicle",86,5,2.14,1,"CC"
"240","GO:1905368","peptidase complex",69,5,1.72,1,"CC"
"241","GO:1905369","endopeptidase complex",52,4,1.3,1,"CC"
"242","GO:1990351","transporter complex",55,3,1.37,1,"CC"
"243","GO:0055044","symplast",265,8,6.6,1,"CC"
"244","GO:0042995","cell projection",86,4,2.14,1,"CC"
