"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"100","GO:0016788","hydrolase activity, acting on ester bond...",720,11,10.18,0.6789,"MF"
"101","GO:0016757","glycosyltransferase activity",492,4,6.95,0.6823,"MF"
"102","GO:0004386","helicase activity",173,5,2.45,0.7014,"MF"
"103","GO:0022857","transmembrane transporter activity",866,11,12.24,0.7524,"MF"
"104","GO:0003677","DNA binding",1658,17,23.43,0.7845,"MF"
"105","GO:0003676","nucleic acid binding",3033,56,42.87,0.8042,"MF"
"106","GO:0016779","nucleotidyltransferase activity",142,2,2.01,0.8058,"MF"
"107","GO:0005509","calcium ion binding",219,2,3.1,0.8193,"MF"
"108","GO:0046872","metal ion binding",2896,31,40.93,0.8432,"MF"
"109","GO:0020037","heme binding",241,2,3.41,0.8584,"MF"
"110","GO:0008270","zinc ion binding",578,5,8.17,0.9163,"MF"
"111","GO:0004842","ubiquitin-protein transferase activity",328,3,4.64,0.9276,"MF"
"112","GO:0000976","transcription cis-regulatory region bind...",405,3,5.72,0.9291,"MF"
"113","GO:0005506","iron ion binding",207,2,2.93,0.9448,"MF"
"114","GO:0043565","sequence-specific DNA binding",638,5,9.02,0.947,"MF"
"115","GO:0008194","UDP-glycosyltransferase activity",235,2,3.32,0.9576,"MF"
"116","GO:0003700","DNA-binding transcription factor activit...",853,7,12.06,0.9617,"MF"
"117","GO:0046983","protein dimerization activity",428,2,6.05,0.9763,"MF"
"118","GO:0106310","protein serine kinase activity",573,3,8.1,0.989,"MF"
"119","GO:0016491","oxidoreductase activity",1107,13,15.65,0.9956,"MF"
"120","GO:0004674","protein serine/threonine kinase activity",677,3,9.57,0.9968,"MF"
"121","GO:0019001","guanyl nucleotide binding",211,7,2.98,1,"MF"
"122","GO:0004721","phosphoprotein phosphatase activity",146,2,2.06,1,"MF"
"123","GO:0008135","translation factor activity, RNA binding",126,7,1.78,1,"MF"
"124","GO:0035639","purine ribonucleoside triphosphate bindi...",2113,33,29.86,1,"MF"
"125","GO:0042277","peptide binding",38,4,0.54,1,"MF"
"126","GO:0016301","kinase activity",1129,7,15.96,1,"MF"
"127","GO:0080008","Cul4-RING E3 ubiquitin ligase complex",47,5,0.71,0.00067,"CC"
"128","GO:0019774","proteasome core complex, beta-subunit co...",7,2,0.11,0.00448,"CC"
"129","GO:0005829","cytosol",1191,30,17.89,0.00798,"CC"
"130","GO:0005737","cytoplasm",6561,113,98.53,0.01958,"CC"
"131","GO:0005681","spliceosomal complex",118,6,1.77,0.02047,"CC"
"132","GO:0005634","nucleus",3988,78,59.89,0.02296,"CC"
"133","GO:0005852","eukaryotic translation initiation factor...",18,2,0.27,0.02931,"CC"
"134","GO:0016282","eukaryotic 43S preinitiation complex",18,2,0.27,0.02931,"CC"
"135","GO:0033290","eukaryotic 48S preinitiation complex",18,2,0.27,0.02931,"CC"
"136","GO:0005730","nucleolus",284,8,4.26,0.06478,"CC"
"137","GO:0005794","Golgi apparatus",735,13,11.04,0.07125,"CC"
"138","GO:0005811","lipid droplet",32,2,0.48,0.08298,"CC"
"139","GO:0005654","nucleoplasm",341,10,5.12,0.08999,"CC"
"140","GO:0016607","nuclear speck",73,3,1.1,0.09691,"CC"
"141","GO:0005743","mitochondrial inner membrane",185,5,2.78,0.11142,"CC"
"142","GO:0022625","cytosolic large ribosomal subunit",40,2,0.6,0.1209,"CC"
"143","GO:0005643","nuclear pore",44,2,0.66,0.14118,"CC"
"144","GO:0005741","mitochondrial outer membrane",47,3,0.71,0.14516,"CC"
"145","GO:0030665","clathrin-coated vesicle membrane",26,2,0.39,0.16547,"CC"
"146","GO:0071013","catalytic step 2 spliceosome",26,2,0.39,0.21427,"CC"
"147","GO:0000123","histone acetyltransferase complex",30,2,0.45,0.21433,"CC"
"148","GO:0005759","mitochondrial matrix",114,4,1.71,0.21905,"CC"
"149","GO:0031966","mitochondrial membrane",249,9,3.74,0.28793,"CC"
"150","GO:0005773","vacuole",438,8,6.58,0.29328,"CC"
"151","GO:0015630","microtubule cytoskeleton",255,3,3.83,0.31727,"CC"
"152","GO:0005789","endoplasmic reticulum membrane",431,8,6.47,0.3212,"CC"
"153","GO:0000502","proteasome complex",47,3,0.71,0.35288,"CC"
"154","GO:0009506","plasmodesma",265,5,3.98,0.36705,"CC"
"155","GO:1990904","ribonucleoprotein complex",533,17,8,0.3846,"CC"
"156","GO:0009536","plastid",1660,19,24.93,0.39187,"CC"
"157","GO:0009941","chloroplast envelope",334,4,5.02,0.41282,"CC"
"158","GO:0000325","plant-type vacuole",238,4,3.57,0.44088,"CC"
"159","GO:0031410","cytoplasmic vesicle",495,9,7.43,0.50712,"CC"
"160","GO:0005777","peroxisome",165,3,2.48,0.54865,"CC"
"161","GO:0012505","endomembrane system",1665,29,25,0.55722,"CC"
"162","GO:0005739","mitochondrion",1000,21,15.02,0.57504,"CC"
"163","GO:0005768","endosome",303,4,4.55,0.61439,"CC"
"164","GO:0005840","ribosome",265,5,3.98,0.65485,"CC"
"165","GO:0000139","Golgi membrane",376,5,5.65,0.67045,"CC"
"166","GO:0048046","apoplast",153,2,2.3,0.6727,"CC"
"167","GO:0005886","plasma membrane",1656,23,24.87,0.70015,"CC"
"168","GO:0005783","endoplasmic reticulum",774,13,11.62,0.73589,"CC"
"169","GO:0005856","cytoskeleton",357,4,5.36,0.76907,"CC"
"170","GO:0000785","chromatin",172,4,2.58,0.78421,"CC"
"171","GO:0010008","endosome membrane",144,2,2.16,0.83522,"CC"
"172","GO:0009507","chloroplast",1510,16,22.68,0.85677,"CC"
"173","GO:0016020","membrane",5592,77,83.98,0.87914,"CC"
"174","GO:0031969","chloroplast membrane",241,2,3.62,0.88053,"CC"
"175","GO:0009570","chloroplast stroma",353,4,5.3,0.89845,"CC"
"176","GO:0005576","extracellular region",759,7,11.4,0.95392,"CC"
"177","GO:0055044","symplast",265,5,3.98,1,"CC"
"178","GO:0030120","vesicle coat",33,2,0.5,1,"CC"
"179","GO:0005694","chromosome",345,4,5.18,1,"CC"
"180","GO:0097708","intracellular vesicle",498,9,7.48,1,"CC"
"181","GO:0033176","proton-transporting V-type ATPase comple...",15,2,0.23,1,"CC"
"182","GO:0140513","nuclear protein-containing complex",524,11,7.87,1,"CC"
"183","GO:0009526","plastid envelope",516,5,7.75,1,"CC"
"184","GO:1990234","transferase complex",401,11,6.02,1,"CC"
"185","GO:0030117","membrane coat",49,3,0.74,1,"CC"
"186","GO:0015934","large ribosomal subunit",67,2,1.01,1,"CC"
"187","GO:0030118","clathrin coat",22,2,0.33,1,"CC"
"188","GO:0005774","vacuolar membrane",185,3,2.78,1,"CC"
"189","GO:0042995","cell projection",86,2,1.29,1,"CC"
"190","GO:0071944","cell periphery",1806,23,27.12,1,"CC"
"191","GO:0000151","ubiquitin ligase complex",135,6,2.03,1,"CC"
"192","GO:1904949","ATPase complex",69,2,1.04,1,"CC"
"193","GO:0042579","microbody",165,3,2.48,1,"CC"
"194","GO:0031248","protein acetyltransferase complex",33,2,0.5,1,"CC"
"195","GO:0140535","intracellular protein-containing complex",415,14,6.23,1,"CC"
"196","GO:0030662","coated vesicle membrane",50,3,0.75,1,"CC"
"197","GO:0030135","coated vesicle",86,3,1.29,1,"CC"
"198","GO:0030136","clathrin-coated vesicle",57,2,0.86,1,"CC"
"199","GO:0009532","plastid stroma",359,4,5.39,1,"CC"
"200","GO:0044391","ribosomal subunit",102,3,1.53,1,"CC"
"201","GO:0098588","bounding membrane of organelle",1088,16,16.34,1,"CC"
"202","GO:0098827","endoplasmic reticulum subcompartment",433,8,6.5,1,"CC"
"203","GO:0005740","mitochondrial envelope",262,9,3.93,1,"CC"
"204","GO:0030054","cell junction",287,6,4.31,1,"CC"
"205","GO:0005575","cellular_component",12519,188,188,1,"CC"
"206","GO:0030659","cytoplasmic vesicle membrane",219,6,3.29,1,"CC"
"207","GO:0034708","methyltransferase complex",27,3,0.41,1,"CC"
"208","GO:0016469","proton-transporting two-sector ATPase co...",26,2,0.39,1,"CC"
"209","GO:1902493","acetyltransferase complex",33,2,0.5,1,"CC"
"210","GO:1902494","catalytic complex",746,22,11.2,1,"CC"
"211","GO:0005622","intracellular anatomical structure",9342,157,140.29,1,"CC"
"212","GO:0031967","organelle envelope",870,17,13.06,1,"CC"
"213","GO:0048475","coated membrane",49,3,0.74,1,"CC"
"214","GO:0031968","organelle outer membrane",333,4,5,1,"CC"
"215","GO:0043226","organelle",8311,134,124.81,1,"CC"
"216","GO:0016471","vacuolar proton-transporting V-type ATPa...",8,2,0.12,1,"CC"
"217","GO:0043227","membrane-bounded organelle",7900,129,118.64,1,"CC"
"218","GO:0043228","non-membrane-bounded organelle",1589,24,23.86,1,"CC"
"219","GO:0043229","intracellular organelle",8285,134,124.42,1,"CC"
"220","GO:0005839","proteasome core complex",18,2,0.27,1,"CC"
"221","GO:0110165","cellular anatomical entity",12396,187,186.15,1,"CC"
"222","GO:0070993","translation preinitiation complex",18,2,0.27,1,"CC"
"223","GO:0031461","cullin-RING ubiquitin ligase complex",112,6,1.68,1,"CC"
