"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"62","GO:0045893","positive regulation of DNA-templated tra...",12,5,4.22,0.49,"BP"
"63","GO:0006396","RNA processing",40,22,14.07,0.558,"BP"
"64","GO:0007623","circadian rhythm",8,4,2.81,0.572,"BP"
"65","GO:0003729","mRNA binding",37,22,12.9,0.0014,"MF"
"66","GO:0016887","ATP hydrolysis activity",20,13,6.97,0.0049,"MF"
"67","GO:0005515","protein binding",115,52,40.08,0.0392,"MF"
"68","GO:0003743","translation initiation factor activity",9,6,3.14,0.0509,"MF"
"69","GO:0005524","ATP binding",60,26,20.91,0.0938,"MF"
"70","GO:0003723","RNA binding",69,38,24.05,0.0957,"MF"
"71","GO:0003724","RNA helicase activity",6,4,2.09,0.1145,"MF"
"72","GO:0008168","methyltransferase activity",5,4,1.74,0.1197,"MF"
"73","GO:0043621","protein self-association",2,2,0.7,0.121,"MF"
"74","GO:0004630","phospholipase D activity",2,2,0.7,0.121,"MF"
"75","GO:0046961","proton-transporting ATPase activity, rot...",2,2,0.7,0.121,"MF"
"76","GO:0051015","actin filament binding",2,2,0.7,0.121,"MF"
"77","GO:0046923","ER retention sequence binding",2,2,0.7,0.121,"MF"
"78","GO:0070290","N-acylphosphatidylethanolamine-specific ...",2,2,0.7,0.121,"MF"
"79","GO:0003713","transcription coactivator activity",2,2,0.7,0.121,"MF"
"80","GO:0003677","DNA binding",39,17,13.59,0.1315,"MF"
"81","GO:0004190","aspartic-type endopeptidase activity",5,3,1.74,0.2319,"MF"
"82","GO:0003682","chromatin binding",4,3,1.39,0.2776,"MF"
"83","GO:0019900","kinase binding",4,3,1.39,0.2776,"MF"
"84","GO:0004222","metalloendopeptidase activity",3,2,1.05,0.2793,"MF"
"85","GO:0051539","4 iron, 4 sulfur cluster binding",3,2,1.05,0.2793,"MF"
"86","GO:0030544","Hsp70 protein binding",3,2,1.05,0.2793,"MF"
"87","GO:0003700","DNA-binding transcription factor activit...",16,7,5.58,0.305,"MF"
"88","GO:0031369","translation initiation factor binding",2,2,0.7,0.3472,"MF"
"89","GO:0003727","single-stranded RNA binding",3,2,1.05,0.3479,"MF"
"90","GO:0004722","protein serine/threonine phosphatase act...",4,2,1.39,0.3486,"MF"
"91","GO:0046983","protein dimerization activity",8,2,2.79,0.3514,"MF"
"92","GO:0005525","GTP binding",17,7,5.92,0.3748,"MF"
"93","GO:0051082","unfolded protein binding",7,3,2.44,0.4645,"MF"
"94","GO:0000166","nucleotide binding",91,38,31.71,0.5572,"MF"
"95","GO:0009055","electron transfer activity",6,3,2.09,0.567,"MF"
"96","GO:0004386","helicase activity",8,5,2.79,0.571,"MF"
"97","GO:0003924","GTPase activity",11,4,3.83,0.5717,"MF"
"98","GO:0016405","CoA-ligase activity",3,2,1.05,0.5743,"MF"
"99","GO:0051119","sugar transmembrane transporter activity",4,2,1.39,0.5752,"MF"
"100","GO:0043021","ribonucleoprotein complex binding",8,3,2.79,0.5763,"MF"
"101","GO:0003735","structural constituent of ribosome",9,3,3.14,0.6611,"MF"
"102","GO:0000976","transcription cis-regulatory region bind...",9,3,3.14,0.6611,"MF"
"103","GO:0051537","2 iron, 2 sulfur cluster binding",6,2,2.09,0.6795,"MF"
"104","GO:0020037","heme binding",6,2,2.09,0.6795,"MF"
"105","GO:0043022","ribosome binding",6,2,2.09,0.6795,"MF"
"106","GO:0016757","glycosyltransferase activity",14,4,4.88,0.6825,"MF"
"107","GO:0022857","transmembrane transporter activity",43,11,14.99,0.6951,"MF"
"108","GO:0016788","hydrolase activity, acting on ester bond...",29,11,10.11,0.7219,"MF"
"109","GO:0016779","nucleotidyltransferase activity",4,2,1.39,0.7227,"MF"
"110","GO:0004842","ubiquitin-protein transferase activity",12,3,4.18,0.7273,"MF"
"111","GO:0050660","flavin adenine dinucleotide binding",9,3,3.14,0.7645,"MF"
"112","GO:0016740","transferase activity",89,29,31.02,0.7722,"MF"
"113","GO:0008237","metallopeptidase activity",7,3,2.44,0.8189,"MF"
"114","GO:0043565","sequence-specific DNA binding",14,5,4.88,0.8199,"MF"
"115","GO:0016787","hydrolase activity",107,43,37.29,0.8341,"MF"
"116","GO:0003676","nucleic acid binding",118,56,41.12,0.8439,"MF"
"117","GO:0008289","lipid binding",17,5,5.92,0.8788,"MF"
"118","GO:0005509","calcium ion binding",9,2,3.14,0.8793,"MF"
"119","GO:0061630","ubiquitin protein ligase activity",9,2,3.14,0.8793,"MF"
"120","GO:0008194","UDP-glycosyltransferase activity",6,2,2.09,0.8827,"MF"
"121","GO:0005506","iron ion binding",6,2,2.09,0.8827,"MF"
"122","GO:0005543","phospholipid binding",7,2,2.44,0.8833,"MF"
"123","GO:0004674","protein serine/threonine kinase activity",13,3,4.53,0.8878,"MF"
"124","GO:0106310","protein serine kinase activity",13,3,4.53,0.8878,"MF"
"125","GO:0008270","zinc ion binding",25,5,8.71,0.9701,"MF"
"126","GO:0016491","oxidoreductase activity",50,13,17.43,0.9872,"MF"
"127","GO:0046872","metal ion binding",126,31,43.91,0.9897,"MF"
"128","GO:0019001","guanyl nucleotide binding",17,7,5.92,1,"MF"
"129","GO:0004721","phosphoprotein phosphatase activity",6,2,2.09,1,"MF"
"130","GO:0008135","translation factor activity, RNA binding",16,7,5.58,1,"MF"
"131","GO:0035639","purine ribonucleoside triphosphate bindi...",76,33,26.49,1,"MF"
"132","GO:0042277","peptide binding",7,4,2.44,1,"MF"
"133","GO:0016301","kinase activity",26,7,9.06,1,"MF"
"134","GO:0005634","nucleus",164,78,57.52,0.00022,"CC"
"135","GO:0080008","Cul4-RING E3 ubiquitin ligase complex",5,5,1.75,0.00513,"CC"
"136","GO:0005886","plasma membrane",48,23,16.84,0.05393,"CC"
"137","GO:0005737","cytoplasm",330,113,115.75,0.10814,"CC"
"138","GO:0005730","nucleolus",15,8,5.26,0.11122,"CC"
"139","GO:0019774","proteasome core complex, beta-subunit co...",2,2,0.7,0.1226,"CC"
"140","GO:0005829","cytosol",71,30,24.9,0.12537,"CC"
"141","GO:0016607","nuclear speck",5,3,1.75,0.23546,"CC"
"142","GO:0005794","Golgi apparatus",32,13,11.22,0.2441,"CC"
"143","GO:0005789","endoplasmic reticulum membrane",18,8,6.31,0.27097,"CC"
"144","GO:0005654","nucleoplasm",20,10,7.01,0.27627,"CC"
"145","GO:0005741","mitochondrial outer membrane",4,3,1.4,0.28073,"CC"
"146","GO:0005852","eukaryotic translation initiation factor...",3,2,1.05,0.28239,"CC"
"147","GO:0016282","eukaryotic 43S preinitiation complex",3,2,1.05,0.28239,"CC"
"148","GO:0033290","eukaryotic 48S preinitiation complex",3,2,1.05,0.28239,"CC"
"149","GO:0031410","cytoplasmic vesicle",16,9,5.61,0.34549,"CC"
"150","GO:0031966","mitochondrial membrane",19,9,6.66,0.34749,"CC"
"151","GO:0000502","proteasome complex",3,3,1.05,0.34831,"CC"
"152","GO:0005856","cytoskeleton",6,4,2.1,0.3484,"CC"
"153","GO:0000123","histone acetyltransferase complex",2,2,0.7,0.34953,"CC"
"154","GO:0071013","catalytic step 2 spliceosome",2,2,0.7,0.34953,"CC"
"155","GO:0015630","microtubule cytoskeleton",5,3,1.75,0.34962,"CC"
"156","GO:0005681","spliceosomal complex",11,6,3.86,0.38637,"CC"
"157","GO:0009506","plasmodesma",12,5,4.21,0.41843,"CC"
"158","GO:0005811","lipid droplet",4,2,1.4,0.43843,"CC"
"159","GO:0005643","nuclear pore",4,2,1.4,0.43843,"CC"
"160","GO:0009941","chloroplast envelope",13,4,4.56,0.44234,"CC"
"161","GO:1990904","ribonucleoprotein complex",35,17,12.28,0.55266,"CC"
"162","GO:0012505","endomembrane system",74,29,25.96,0.57124,"CC"
"163","GO:0005768","endosome",10,4,3.51,0.57286,"CC"
"164","GO:0022625","cytosolic large ribosomal subunit",5,2,1.75,0.57374,"CC"
"165","GO:0030665","clathrin-coated vesicle membrane",3,2,1.05,0.57732,"CC"
"166","GO:0010008","endosome membrane",3,2,1.05,0.57732,"CC"
"167","GO:0005743","mitochondrial inner membrane",14,5,4.91,0.65604,"CC"
"168","GO:0000325","plant-type vacuole",13,4,4.56,0.668,"CC"
"169","GO:0009507","chloroplast",54,16,18.94,0.66871,"CC"
"170","GO:0000139","Golgi membrane",16,5,5.61,0.71635,"CC"
"171","GO:0005739","mitochondrion",60,21,21.04,0.73666,"CC"
"172","GO:0005759","mitochondrial matrix",11,4,3.86,0.73973,"CC"
"173","GO:0048046","apoplast",7,2,2.46,0.76923,"CC"
"174","GO:0005783","endoplasmic reticulum",34,13,11.93,0.77576,"CC"
"175","GO:0005840","ribosome",15,5,5.26,0.83249,"CC"
"176","GO:0005773","vacuole",31,8,10.87,0.83991,"CC"
"177","GO:0016020","membrane",221,77,77.51,0.84941,"CC"
"178","GO:0009536","plastid",66,19,23.15,0.86305,"CC"
"179","GO:0031969","chloroplast membrane",9,2,3.16,0.88191,"CC"
"180","GO:0000785","chromatin",8,4,2.81,0.88254,"CC"
"181","GO:0009570","chloroplast stroma",15,4,5.26,0.91834,"CC"
"182","GO:0005576","extracellular region",30,7,10.52,0.95032,"CC"
"183","GO:0005777","peroxisome",14,3,4.91,0.97163,"CC"
"184","GO:0055044","symplast",12,5,4.21,1,"CC"
"185","GO:0030120","vesicle coat",2,2,0.7,1,"CC"
"186","GO:0005694","chromosome",11,4,3.86,1,"CC"
"187","GO:0097708","intracellular vesicle",16,9,5.61,1,"CC"
"188","GO:0033176","proton-transporting V-type ATPase comple...",2,2,0.7,1,"CC"
"189","GO:0140513","nuclear protein-containing complex",25,11,8.77,1,"CC"
"190","GO:0009526","plastid envelope",18,5,6.31,1,"CC"
"191","GO:1990234","transferase complex",17,11,5.96,1,"CC"
"192","GO:0030117","membrane coat",3,3,1.05,1,"CC"
"193","GO:0015934","large ribosomal subunit",5,2,1.75,1,"CC"
"194","GO:0030118","clathrin coat",2,2,0.7,1,"CC"
"195","GO:0005774","vacuolar membrane",14,3,4.91,1,"CC"
"196","GO:0042995","cell projection",3,2,1.05,1,"CC"
"197","GO:0071944","cell periphery",53,23,18.59,1,"CC"
"198","GO:0000151","ubiquitin ligase complex",10,6,3.51,1,"CC"
"199","GO:1904949","ATPase complex",6,2,2.1,1,"CC"
"200","GO:0042579","microbody",14,3,4.91,1,"CC"
"201","GO:0031248","protein acetyltransferase complex",2,2,0.7,1,"CC"
"202","GO:0140535","intracellular protein-containing complex",21,14,7.37,1,"CC"
"203","GO:0030662","coated vesicle membrane",4,3,1.4,1,"CC"
"204","GO:0030135","coated vesicle",5,3,1.75,1,"CC"
"205","GO:0030136","clathrin-coated vesicle",4,2,1.4,1,"CC"
"206","GO:0009532","plastid stroma",15,4,5.26,1,"CC"
"207","GO:0044391","ribosomal subunit",7,3,2.46,1,"CC"
"208","GO:0098588","bounding membrane of organelle",48,16,16.84,1,"CC"
"209","GO:0098827","endoplasmic reticulum subcompartment",19,8,6.66,1,"CC"
"210","GO:0005740","mitochondrial envelope",21,9,7.37,1,"CC"
"211","GO:0030054","cell junction",13,6,4.56,1,"CC"
"212","GO:0005575","cellular_component",536,188,188,1,"CC"
"213","GO:0030659","cytoplasmic vesicle membrane",8,6,2.81,1,"CC"
"214","GO:0034708","methyltransferase complex",3,3,1.05,1,"CC"
"215","GO:0016469","proton-transporting two-sector ATPase co...",2,2,0.7,1,"CC"
"216","GO:1902493","acetyltransferase complex",2,2,0.7,1,"CC"
"217","GO:1902494","catalytic complex",33,22,11.57,1,"CC"
"218","GO:0005622","intracellular anatomical structure",430,157,150.82,1,"CC"
"219","GO:0031967","organelle envelope",46,17,16.13,1,"CC"
"220","GO:0048475","coated membrane",3,3,1.05,1,"CC"
"221","GO:0031968","organelle outer membrane",15,4,5.26,1,"CC"
"222","GO:0043226","organelle",370,134,129.78,1,"CC"
"223","GO:0016471","vacuolar proton-transporting V-type ATPa...",2,2,0.7,1,"CC"
"224","GO:0043227","membrane-bounded organelle",351,129,123.11,1,"CC"
"225","GO:0043228","non-membrane-bounded organelle",60,24,21.04,1,"CC"
"226","GO:0043229","intracellular organelle",370,134,129.78,1,"CC"
"227","GO:0005839","proteasome core complex",2,2,0.7,1,"CC"
"228","GO:0110165","cellular anatomical entity",532,187,186.6,1,"CC"
"229","GO:0070993","translation preinitiation complex",3,2,1.05,1,"CC"
"230","GO:0031461","cullin-RING ubiquitin ligase complex",9,6,3.16,1,"CC"
