"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"50","GO:0046483","heterocycle metabolic process",3535,2,5.29,1,"BP"
"51","GO:0050794","regulation of cellular process",3000,5,4.49,1,"BP"
"52","GO:0019538","protein metabolic process",2198,4,3.29,1,"BP"
"53","GO:0006950","response to stress",2273,5,3.4,1,"BP"
"54","GO:0098660","inorganic ion transmembrane transport",295,2,0.44,1,"BP"
"55","GO:0098662","inorganic cation transmembrane transport",238,2,0.36,1,"BP"
"56","GO:1901575","organic substance catabolic process",1090,4,1.63,1,"BP"
"57","GO:1901576","organic substance biosynthetic process",4596,5,6.87,1,"BP"
"58","GO:0051179","localization",2042,5,3.05,1,"BP"
"59","GO:0007275","multicellular organism development",1568,3,2.35,1,"BP"
"60","GO:0034641","cellular nitrogen compound metabolic pro...",3830,2,5.73,1,"BP"
"61","GO:0098655","monoatomic cation transmembrane transpor...",253,2,0.38,1,"BP"
"62","GO:0016887","ATP hydrolysis activity",448,2,0.68,0.1479,"MF"
"63","GO:0005524","ATP binding",1923,4,2.93,0.3361,"MF"
"64","GO:0046872","metal ion binding",2896,4,4.42,0.6236,"MF"
"65","GO:0005515","protein binding",3321,3,5.07,0.9648,"MF"
"66","GO:0003824","catalytic activity",6799,14,10.37,1,"MF"
"67","GO:0016298","lipase activity",84,2,0.13,1,"MF"
"68","GO:0016787","hydrolase activity",2402,8,3.66,1,"MF"
"69","GO:0000166","nucleotide binding",2452,4,3.74,1,"MF"
"70","GO:0016788","hydrolase activity, acting on ester bond...",720,4,1.1,1,"MF"
"71","GO:0140096","catalytic activity, acting on a protein",2071,4,3.16,1,"MF"
"72","GO:0042626","ATPase-coupled transmembrane transporter...",135,2,0.21,1,"MF"
"73","GO:0015075","monoatomic ion transmembrane transporter...",287,2,0.44,1,"MF"
"74","GO:0005488","binding",8808,12,13.44,1,"MF"
"75","GO:0005215","transporter activity",896,3,1.37,1,"MF"
"76","GO:0019829","ATPase-coupled monoatomic cation transme...",54,2,0.08,1,"MF"
"77","GO:0022853","active monoatomic ion transmembrane tran...",101,2,0.15,1,"MF"
"78","GO:0015399","primary active transmembrane transporter...",161,2,0.25,1,"MF"
"79","GO:0022857","transmembrane transporter activity",866,2,1.32,1,"MF"
"80","GO:0030554","adenyl nucleotide binding",2094,4,3.19,1,"MF"
"81","GO:0016491","oxidoreductase activity",1107,2,1.69,1,"MF"
"82","GO:0015318","inorganic molecular entity transmembrane...",314,2,0.48,1,"MF"
"83","GO:0003674","molecular_function",12453,19,19,1,"MF"
"84","GO:0022804","active transmembrane transporter activit...",386,2,0.59,1,"MF"
"85","GO:0004620","phospholipase activity",53,2,0.08,1,"MF"
"86","GO:0003676","nucleic acid binding",3033,3,4.63,1,"MF"
"87","GO:0097159","organic cyclic compound binding",5487,7,8.37,1,"MF"
"88","GO:0008081","phosphoric diester hydrolase activity",48,2,0.07,1,"MF"
"89","GO:0016740","transferase activity",2963,2,4.52,1,"MF"
"90","GO:0022890","inorganic cation transmembrane transport...",232,2,0.35,1,"MF"
"91","GO:0035639","purine ribonucleoside triphosphate bindi...",2113,4,3.22,1,"MF"
"92","GO:0016829","lyase activity",284,2,0.43,1,"MF"
"93","GO:0042578","phosphoric ester hydrolase activity",311,3,0.47,1,"MF"
"94","GO:0016667","oxidoreductase activity, acting on a sul...",58,2,0.09,1,"MF"
"95","GO:0140657","ATP-dependent activity",654,3,1,1,"MF"
"96","GO:0017111","ribonucleoside triphosphate phosphatase ...",585,2,0.89,1,"MF"
"97","GO:0097367","carbohydrate derivative binding",2220,4,3.39,1,"MF"
"98","GO:0008324","monoatomic cation transmembrane transpor...",251,2,0.38,1,"MF"
"99","GO:0016817","hydrolase activity, acting on acid anhyd...",643,2,0.98,1,"MF"
"100","GO:0016818","hydrolase activity, acting on acid anhyd...",639,2,0.97,1,"MF"
"101","GO:0016462","pyrophosphatase activity",633,2,0.97,1,"MF"
"102","GO:1901265","nucleoside phosphate binding",2452,4,3.74,1,"MF"
"103","GO:1901363","heterocyclic compound binding",5477,7,8.36,1,"MF"
"104","GO:0043167","ion binding",4948,8,7.55,1,"MF"
"105","GO:0043168","anion binding",2528,5,3.86,1,"MF"
"106","GO:0032553","ribonucleotide binding",2189,4,3.34,1,"MF"
"107","GO:0043169","cation binding",2919,4,4.45,1,"MF"
"108","GO:0032555","purine ribonucleotide binding",2168,4,3.31,1,"MF"
"109","GO:0017076","purine nucleotide binding",2284,4,3.48,1,"MF"
"110","GO:0032559","adenyl ribonucleotide binding",1978,4,3.02,1,"MF"
"111","GO:0036094","small molecule binding",2619,4,4,1,"MF"
"112","GO:0005829","cytosol",1191,6,1.81,0.0067,"CC"
"113","GO:0005886","plasma membrane",1656,5,2.51,0.0957,"CC"
"114","GO:0005773","vacuole",438,2,0.66,0.1519,"CC"
"115","GO:0005737","cytoplasm",6561,11,9.96,0.582,"CC"
"116","GO:0043231","intracellular membrane-bounded organelle",7864,10,11.94,0.6299,"CC"
"117","GO:0016020","membrane",5592,8,8.49,0.7108,"CC"
"118","GO:0005634","nucleus",3988,5,6.05,0.7314,"CC"
"119","GO:0110165","cellular anatomical entity",12396,19,18.81,1,"CC"
"120","GO:0032991","protein-containing complex",2042,3,3.1,1,"CC"
"121","GO:1902494","catalytic complex",746,2,1.13,1,"CC"
"122","GO:0071944","cell periphery",1806,5,2.74,1,"CC"
"123","GO:0005575","cellular_component",12519,19,19,1,"CC"
"124","GO:0012505","endomembrane system",1665,2,2.53,1,"CC"
"125","GO:0043226","organelle",8311,10,12.61,1,"CC"
"126","GO:0043227","membrane-bounded organelle",7900,10,11.99,1,"CC"
"127","GO:0043229","intracellular organelle",8285,10,12.57,1,"CC"
"128","GO:0005622","intracellular anatomical structure",9342,15,14.18,1,"CC"
