"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"37","GO:0006082","organic acid metabolic process",79,4,3.61,1,"BP"
"38","GO:0043436","oxoacid metabolic process",78,4,3.57,1,"BP"
"39","GO:0045935","positive regulation of nucleobase-contai...",18,2,0.82,1,"BP"
"40","GO:0042221","response to chemical",129,7,5.9,1,"BP"
"41","GO:0010604","positive regulation of macromolecule met...",24,3,1.1,1,"BP"
"42","GO:1901360","organic cyclic compound metabolic proces...",215,8,9.84,1,"BP"
"43","GO:0051604","protein maturation",14,2,0.64,1,"BP"
"44","GO:0048878","chemical homeostasis",16,3,0.73,1,"BP"
"45","GO:1901362","organic cyclic compound biosynthetic pro...",126,3,5.76,1,"BP"
"46","GO:0071310","cellular response to organic substance",51,3,2.33,1,"BP"
"47","GO:0034641","cellular nitrogen compound metabolic pro...",229,9,10.48,1,"BP"
"48","GO:0010556","regulation of macromolecule biosynthetic...",107,3,4.9,1,"BP"
"49","GO:0044419","biological process involved in interspec...",49,4,2.24,1,"BP"
"50","GO:0009605","response to external stimulus",73,7,3.34,1,"BP"
"51","GO:0010557","positive regulation of macromolecule bio...",20,2,0.92,1,"BP"
"52","GO:0104004","cellular response to environmental stimu...",12,2,0.55,1,"BP"
"53","GO:0009607","response to biotic stimulus",49,4,2.24,1,"BP"
"54","GO:0009414","response to water deprivation",23,2,1.05,1,"BP"
"55","GO:0009415","response to water",24,2,1.1,1,"BP"
"56","GO:0050896","response to stimulus",256,15,11.71,1,"BP"
"57","GO:0099402","plant organ development",44,4,2.01,1,"BP"
"58","GO:0019752","carboxylic acid metabolic process",77,3,3.52,1,"BP"
"59","GO:2001141","regulation of RNA biosynthetic process",86,2,3.93,1,"BP"
"60","GO:0065003","protein-containing complex assembly",21,2,0.96,1,"BP"
"61","GO:0065007","biological regulation",221,14,10.11,1,"BP"
"62","GO:0065008","regulation of biological quality",19,2,0.87,1,"BP"
"63","GO:0033554","cellular response to stress",47,3,2.15,1,"BP"
"64","GO:0097305","response to alcohol",23,3,1.05,1,"BP"
"65","GO:0097306","cellular response to alcohol",14,2,0.64,1,"BP"
"66","GO:0006810","transport",122,7,5.58,1,"BP"
"67","GO:0090304","nucleic acid metabolic process",170,5,7.78,1,"BP"
"68","GO:0006811","monoatomic ion transport",25,3,1.14,1,"BP"
"69","GO:0006950","response to stress",147,6,6.73,1,"BP"
"70","GO:0044255","cellular lipid metabolic process",38,2,1.74,1,"BP"
"71","GO:0006812","monoatomic cation transport",19,3,0.87,1,"BP"
"72","GO:0006952","defense response",63,3,2.88,1,"BP"
"73","GO:0051252","regulation of RNA metabolic process",90,2,4.12,1,"BP"
"74","GO:0051707","response to other organism",49,4,2.24,1,"BP"
"75","GO:0051254","positive regulation of RNA metabolic pro...",18,2,0.82,1,"BP"
"76","GO:0040007","growth",17,2,0.78,1,"BP"
"77","GO:0022607","cellular component assembly",31,2,1.42,1,"BP"
"78","GO:0044281","small molecule metabolic process",111,4,5.08,1,"BP"
"79","GO:0006793","phosphorus metabolic process",110,10,5.03,1,"BP"
"80","GO:0031323","regulation of cellular metabolic process",118,4,5.4,1,"BP"
"81","GO:0006796","phosphate-containing compound metabolic ...",107,10,4.9,1,"BP"
"82","GO:0031325","positive regulation of cellular metaboli...",23,2,1.05,1,"BP"
"83","GO:0007154","cell communication",88,11,4.03,1,"BP"
"84","GO:0016052","carbohydrate catabolic process",14,2,0.64,1,"BP"
"85","GO:0031326","regulation of cellular biosynthetic proc...",109,3,4.99,1,"BP"
"86","GO:0019637","organophosphate metabolic process",35,4,1.6,1,"BP"
"87","GO:0044271","cellular nitrogen compound biosynthetic ...",161,5,7.37,1,"BP"
"88","GO:0031328","positive regulation of cellular biosynth...",21,2,0.96,1,"BP"
"89","GO:0046483","heterocycle metabolic process",203,7,9.29,1,"BP"
"90","GO:0046486","glycerolipid metabolic process",9,2,0.41,1,"BP"
"91","GO:0071840","cellular component organization or bioge...",132,6,6.04,1,"BP"
"92","GO:0006650","glycerophospholipid metabolic process",6,2,0.27,1,"BP"
"93","GO:0098660","inorganic ion transmembrane transport",19,3,0.87,1,"BP"
"94","GO:0098662","inorganic cation transmembrane transport",16,3,0.73,1,"BP"
"95","GO:0009891","positive regulation of biosynthetic proc...",21,2,0.96,1,"BP"
"96","GO:0050661","NADP binding",4,2,0.2,0.013,"MF"
"97","GO:0005506","iron ion binding",15,2,0.74,0.167,"MF"
"98","GO:0106310","protein serine kinase activity",46,4,2.28,0.187,"MF"
"99","GO:0005524","ATP binding",137,9,6.78,0.222,"MF"
"100","GO:0004674","protein serine/threonine kinase activity",53,4,2.62,0.263,"MF"
"101","GO:0004672","protein kinase activity",62,6,3.07,0.317,"MF"
"102","GO:0003723","RNA binding",81,4,4.01,0.346,"MF"
"103","GO:0016887","ATP hydrolysis activity",32,2,1.58,0.478,"MF"
"104","GO:0046872","metal ion binding",175,8,8.66,0.626,"MF"
"105","GO:0005515","protein binding",212,13,10.49,0.64,"MF"
"106","GO:0016787","hydrolase activity",141,10,6.98,0.861,"MF"
"107","GO:0003677","DNA binding",97,2,4.8,0.947,"MF"
"108","GO:0031072","heat shock protein binding",6,2,0.3,1,"MF"
"109","GO:0098772","molecular function regulator activity",20,3,0.99,1,"MF"
"110","GO:0008324","monoatomic cation transmembrane transpor...",17,3,0.84,1,"MF"
"111","GO:0030234","enzyme regulator activity",17,2,0.84,1,"MF"
"112","GO:0016462","pyrophosphatase activity",49,3,2.43,1,"MF"
"113","GO:0140640","catalytic activity, acting on a nucleic ...",29,2,1.44,1,"MF"
"114","GO:0015318","inorganic molecular entity transmembrane...",22,3,1.09,1,"MF"
"115","GO:0035639","purine ribonucleoside triphosphate bindi...",151,9,7.47,1,"MF"
"116","GO:0097159","organic cyclic compound binding",355,20,17.57,1,"MF"
"117","GO:0019829","ATPase-coupled monoatomic cation transme...",4,2,0.2,1,"MF"
"118","GO:0017076","purine nucleotide binding",162,11,8.02,1,"MF"
"119","GO:0140096","catalytic activity, acting on a protein",135,8,6.68,1,"MF"
"120","GO:0036094","small molecule binding",181,12,8.96,1,"MF"
"121","GO:0016788","hydrolase activity, acting on ester bond...",35,5,1.73,1,"MF"
"122","GO:0042626","ATPase-coupled transmembrane transporter...",12,2,0.59,1,"MF"
"123","GO:0000166","nucleotide binding",171,12,8.46,1,"MF"
"124","GO:0051540","metal cluster binding",12,2,0.59,1,"MF"
"125","GO:0016772","transferase activity, transferring phosp...",90,7,4.45,1,"MF"
"126","GO:0016773","phosphotransferase activity, alcohol gro...",67,7,3.32,1,"MF"
"127","GO:0016620","oxidoreductase activity, acting on the a...",7,2,0.35,1,"MF"
"128","GO:0022890","inorganic cation transmembrane transport...",16,3,0.79,1,"MF"
"129","GO:0051536","iron-sulfur cluster binding",12,2,0.59,1,"MF"
"130","GO:0097367","carbohydrate derivative binding",158,10,7.82,1,"MF"
"131","GO:0052689","carboxylic ester hydrolase activity",8,2,0.4,1,"MF"
"132","GO:0015399","primary active transmembrane transporter...",15,3,0.74,1,"MF"
"133","GO:0043167","ion binding",319,15,15.79,1,"MF"
"134","GO:0043168","anion binding",174,10,8.61,1,"MF"
"135","GO:0043169","cation binding",180,9,8.91,1,"MF"
"136","GO:0022804","active transmembrane transporter activit...",26,3,1.29,1,"MF"
"137","GO:0003674","molecular_function",788,39,39,1,"MF"
"138","GO:0016740","transferase activity",190,8,9.4,1,"MF"
"139","GO:0030695","GTPase regulator activity",6,2,0.3,1,"MF"
"140","GO:0030554","adenyl nucleotide binding",148,11,7.32,1,"MF"
"141","GO:0003676","nucleic acid binding",188,7,9.3,1,"MF"
"142","GO:1901265","nucleoside phosphate binding",171,12,8.46,1,"MF"
"143","GO:1901363","heterocyclic compound binding",354,20,17.52,1,"MF"
"144","GO:0016301","kinase activity",81,7,4.01,1,"MF"
"145","GO:0019899","enzyme binding",18,2,0.89,1,"MF"
"146","GO:0060589","nucleoside-triphosphatase regulator acti...",6,2,0.3,1,"MF"
"147","GO:1901702","salt transmembrane transporter activity",14,2,0.69,1,"MF"
"148","GO:0022853","active monoatomic ion transmembrane tran...",9,3,0.45,1,"MF"
"149","GO:0140657","ATP-dependent activity",39,3,1.93,1,"MF"
"150","GO:0005215","transporter activity",63,5,3.12,1,"MF"
"151","GO:0022857","transmembrane transporter activity",58,4,2.87,1,"MF"
"152","GO:0016791","phosphatase activity",17,2,0.84,1,"MF"
"153","GO:0016903","oxidoreductase activity, acting on the a...",8,2,0.4,1,"MF"
"154","GO:0016817","hydrolase activity, acting on acid anhyd...",49,3,2.43,1,"MF"
"155","GO:0016818","hydrolase activity, acting on acid anhyd...",49,3,2.43,1,"MF"
"156","GO:0046914","transition metal ion binding",49,2,2.43,1,"MF"
"157","GO:0016491","oxidoreductase activity",74,4,3.66,1,"MF"
"158","GO:0032553","ribonucleotide binding",155,10,7.67,1,"MF"
"159","GO:0042578","phosphoric ester hydrolase activity",20,3,0.99,1,"MF"
"160","GO:0032555","purine ribonucleotide binding",154,9,7.62,1,"MF"
"161","GO:0005488","binding",578,32,28.61,1,"MF"
"162","GO:0140677","molecular function activator activity",6,2,0.3,1,"MF"
"163","GO:0032559","adenyl ribonucleotide binding",140,9,6.93,1,"MF"
"164","GO:0017111","ribonucleoside triphosphate phosphatase ...",45,2,2.23,1,"MF"
"165","GO:0015075","monoatomic ion transmembrane transporter...",20,3,0.99,1,"MF"
"166","GO:0015078","proton transmembrane transporter activit...",8,2,0.4,1,"MF"
"167","GO:0003824","catalytic activity",426,23,21.08,1,"MF"
"168","GO:0005829","cytosol",93,12,4.22,0.0026,"CC"
"169","GO:0022625","cytosolic large ribosomal subunit",4,2,0.18,0.0113,"CC"
"170","GO:0009507","chloroplast",136,8,6.17,0.1579,"CC"
"171","GO:0000325","plant-type vacuole",16,2,0.73,0.1612,"CC"
"172","GO:0005777","peroxisome",21,2,0.95,0.2457,"CC"
"173","GO:0005773","vacuole",35,4,1.59,0.3843,"CC"
"174","GO:0005634","nucleus",241,11,10.93,0.4301,"CC"
"175","GO:0005774","vacuolar membrane",15,2,0.68,0.4713,"CC"
"176","GO:0005794","Golgi apparatus",42,2,1.9,0.5802,"CC"
"177","GO:0005737","cytoplasm",441,25,19.99,0.5873,"CC"
"178","GO:0043231","intracellular membrane-bounded organelle",509,22,23.08,0.7851,"CC"
"179","GO:0005886","plasma membrane",118,4,5.35,0.8096,"CC"
"180","GO:0016020","membrane",358,11,16.23,0.8899,"CC"
"181","GO:0031090","organelle membrane",116,3,5.26,1,"CC"
"182","GO:1990904","ribonucleoprotein complex",34,2,1.54,1,"CC"
"183","GO:0044391","ribosomal subunit",5,2,0.23,1,"CC"
"184","GO:0031975","envelope",71,2,3.22,1,"CC"
"185","GO:0005622","intracellular anatomical structure",604,30,27.39,1,"CC"
"186","GO:0110165","cellular anatomical entity",786,36,35.64,1,"CC"
"187","GO:1902494","catalytic complex",46,2,2.09,1,"CC"
"188","GO:0012505","endomembrane system",95,4,4.31,1,"CC"
"189","GO:0043232","intracellular non-membrane-bounded organ...",91,2,4.13,1,"CC"
"190","GO:0098588","bounding membrane of organelle",73,2,3.31,1,"CC"
"191","GO:0031967","organelle envelope",70,2,3.17,1,"CC"
"192","GO:0071944","cell periphery",127,4,5.76,1,"CC"
"193","GO:0005575","cellular_component",794,36,36,1,"CC"
"194","GO:0032991","protein-containing complex",111,7,5.03,1,"CC"
"195","GO:0015934","large ribosomal subunit",4,2,0.18,1,"CC"
"196","GO:0022626","cytosolic ribosome",4,2,0.18,1,"CC"
"197","GO:0005840","ribosome",16,2,0.73,1,"CC"
"198","GO:0043226","organelle",534,24,24.21,1,"CC"
"199","GO:0043227","membrane-bounded organelle",509,22,23.08,1,"CC"
"200","GO:0043228","non-membrane-bounded organelle",91,2,4.13,1,"CC"
"201","GO:0043229","intracellular organelle",534,24,24.21,1,"CC"
"202","GO:0042579","microbody",21,2,0.95,1,"CC"
"203","GO:0009536","plastid",149,8,6.76,1,"CC"
