"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"103","GO:0015085","calcium ion transmembrane transporter ac...",4,2,1.31,0.547,"MF"
"104","GO:0004180","carboxypeptidase activity",4,2,1.31,0.547,"MF"
"105","GO:0046943","carboxylic acid transmembrane transporte...",7,2,2.29,0.551,"MF"
"106","GO:0016887","ATP hydrolysis activity",9,3,2.95,0.611,"MF"
"107","GO:0017018","myosin phosphatase activity",6,2,1.97,0.639,"MF"
"108","GO:0003677","DNA binding",36,12,11.79,0.643,"MF"
"109","GO:0004842","ubiquitin-protein transferase activity",9,5,2.95,0.689,"MF"
"110","GO:0050661","NADP binding",4,2,1.31,0.695,"MF"
"111","GO:0016757","glycosyltransferase activity",15,5,4.91,0.697,"MF"
"112","GO:0005515","protein binding",104,33,34.07,0.727,"MF"
"113","GO:0003729","mRNA binding",7,2,2.29,0.729,"MF"
"114","GO:0000166","nucleotide binding",107,26,35.05,0.745,"MF"
"115","GO:0016740","transferase activity",106,32,34.72,0.777,"MF"
"116","GO:0016491","oxidoreductase activity",37,13,12.12,0.791,"MF"
"117","GO:0016874","ligase activity",9,3,2.95,0.796,"MF"
"118","GO:0005525","GTP binding",8,2,2.62,0.799,"MF"
"119","GO:0016705","oxidoreductase activity, acting on paire...",11,3,3.6,0.851,"MF"
"120","GO:0022857","transmembrane transporter activity",33,9,10.81,0.912,"MF"
"121","GO:0005509","calcium ion binding",11,2,3.6,0.923,"MF"
"122","GO:0043565","sequence-specific DNA binding",17,6,5.57,0.936,"MF"
"123","GO:0030246","carbohydrate binding",12,2,3.93,0.945,"MF"
"124","GO:0016301","kinase activity",61,14,19.98,0.949,"MF"
"125","GO:0005516","calmodulin binding",15,2,4.91,0.98,"MF"
"126","GO:0005524","ATP binding",88,21,28.83,0.987,"MF"
"127","GO:0106310","protein serine kinase activity",33,5,10.81,0.995,"MF"
"128","GO:0004674","protein serine/threonine kinase activity",42,7,13.76,1,"MF"
"129","GO:0003824","catalytic activity",221,75,72.4,1,"MF"
"130","GO:0042578","phosphoric ester hydrolase activity",16,5,5.24,1,"MF"
"131","GO:1901702","salt transmembrane transporter activity",9,3,2.95,1,"MF"
"132","GO:0051540","metal cluster binding",7,3,2.29,1,"MF"
"133","GO:0060089","molecular transducer activity",9,2,2.95,1,"MF"
"134","GO:0008514","organic anion transmembrane transporter ...",9,3,2.95,1,"MF"
"135","GO:0140358","P-type transmembrane transporter activit...",3,2,0.98,1,"MF"
"136","GO:0140096","catalytic activity, acting on a protein",81,25,26.53,1,"MF"
"137","GO:0051536","iron-sulfur cluster binding",7,3,2.29,1,"MF"
"138","GO:0140110","transcription regulator activity",23,8,7.53,1,"MF"
"139","GO:0140098","catalytic activity, acting on RNA",5,2,1.64,1,"MF"
"140","GO:0016791","phosphatase activity",14,4,4.59,1,"MF"
"141","GO:0016798","hydrolase activity, acting on glycosyl b...",10,5,3.28,1,"MF"
"142","GO:0001067","transcription regulatory region nucleic ...",10,5,3.28,1,"MF"
"143","GO:0016860","intramolecular oxidoreductase activity",3,2,0.98,1,"MF"
"144","GO:0016864","intramolecular oxidoreductase activity, ...",2,2,0.66,1,"MF"
"145","GO:1990837","sequence-specific double-stranded DNA bi...",10,5,3.28,1,"MF"
"146","GO:0046914","transition metal ion binding",20,8,6.55,1,"MF"
"147","GO:0017171","serine hydrolase activity",6,2,1.97,1,"MF"
"148","GO:0016853","isomerase activity",11,4,3.6,1,"MF"
"149","GO:0019787","ubiquitin-like protein transferase activ...",10,5,3.28,1,"MF"
"150","GO:0016859","cis-trans isomerase activity",2,2,0.66,1,"MF"
"151","GO:0015318","inorganic molecular entity transmembrane...",12,4,3.93,1,"MF"
"152","GO:0019001","guanyl nucleotide binding",9,2,2.95,1,"MF"
"153","GO:0019829","ATPase-coupled monoatomic cation transme...",3,2,0.98,1,"MF"
"154","GO:0016614","oxidoreductase activity, acting on CH-OH...",9,3,2.95,1,"MF"
"155","GO:0016616","oxidoreductase activity, acting on the C...",8,3,2.62,1,"MF"
"156","GO:0140597","protein carrier chaperone",2,2,0.66,1,"MF"
"157","GO:0012505","endomembrane system",50,23,15.63,0.028,"CC"
"158","GO:0016020","membrane",163,55,50.97,0.042,"CC"
"159","GO:0009506","plasmodesma",10,6,3.13,0.054,"CC"
"160","GO:0005788","endoplasmic reticulum lumen",6,4,1.88,0.079,"CC"
"161","GO:0005829","cytosol",27,11,8.44,0.185,"CC"
"162","GO:0005789","endoplasmic reticulum membrane",9,5,2.81,0.211,"CC"
"163","GO:0005794","Golgi apparatus",19,7,5.94,0.218,"CC"
"164","GO:0005635","nuclear envelope",3,2,0.94,0.312,"CC"
"165","GO:0009507","chloroplast",55,18,17.2,0.327,"CC"
"166","GO:0005634","nucleus",79,27,24.7,0.34,"CC"
"167","GO:0005576","extracellular region",15,7,4.69,0.37,"CC"
"168","GO:0009570","chloroplast stroma",14,5,4.38,0.458,"CC"
"169","GO:0005802","trans-Golgi network",5,2,1.56,0.499,"CC"
"170","GO:0043231","intracellular membrane-bounded organelle",195,64,60.98,0.501,"CC"
"171","GO:0009536","plastid",64,21,20.01,0.565,"CC"
"172","GO:0000139","Golgi membrane",9,3,2.81,0.573,"CC"
"173","GO:0005777","peroxisome",6,2,1.88,0.609,"CC"
"174","GO:0005768","endosome",6,2,1.88,0.609,"CC"
"175","GO:0031969","chloroplast membrane",10,3,3.13,0.654,"CC"
"176","GO:0000325","plant-type vacuole",7,2,2.19,0.7,"CC"
"177","GO:0009535","chloroplast thylakoid membrane",7,2,2.19,0.7,"CC"
"178","GO:0031410","cytoplasmic vesicle",10,3,3.13,0.778,"CC"
"179","GO:0005783","endoplasmic reticulum",23,10,7.19,0.855,"CC"
"180","GO:0005886","plasma membrane",75,20,23.45,0.902,"CC"
"181","GO:0005737","cytoplasm",182,55,56.91,0.937,"CC"
"182","GO:0005739","mitochondrion",14,2,4.38,0.964,"CC"
"183","GO:0070013","intracellular organelle lumen",12,5,3.75,1,"CC"
"184","GO:0031967","organelle envelope",23,7,7.19,1,"CC"
"185","GO:0031968","organelle outer membrane",9,2,2.81,1,"CC"
"186","GO:0019898","extrinsic component of membrane",3,2,0.94,1,"CC"
"187","GO:0005773","vacuole",9,3,2.81,1,"CC"
"188","GO:0043232","intracellular non-membrane-bounded organ...",24,3,7.5,1,"CC"
"189","GO:0043233","organelle lumen",12,5,3.75,1,"CC"
"190","GO:0005622","intracellular anatomical structure",238,76,74.42,1,"CC"
"191","GO:0009579","thylakoid",8,2,2.5,1,"CC"
"192","GO:0005911","cell-cell junction",10,6,3.13,1,"CC"
"193","GO:0009526","plastid envelope",19,5,5.94,1,"CC"
"194","GO:0042170","plastid membrane",16,5,5,1,"CC"
"195","GO:0031982","vesicle",11,4,3.44,1,"CC"
"196","GO:0031984","organelle subcompartment",15,7,4.69,1,"CC"
"197","GO:0098791","Golgi apparatus subcompartment",6,2,1.88,1,"CC"
"198","GO:0042175","nuclear outer membrane-endoplasmic retic...",9,5,2.81,1,"CC"
"199","GO:0097708","intracellular vesicle",10,3,3.13,1,"CC"
"200","GO:0098796","membrane protein complex",5,2,1.56,1,"CC"
"201","GO:0055044","symplast",10,6,3.13,1,"CC"
"202","GO:0031974","membrane-enclosed lumen",12,5,3.75,1,"CC"
"203","GO:0032991","protein-containing complex",17,6,5.32,1,"CC"
"204","GO:0031975","envelope",23,7,7.19,1,"CC"
"205","GO:0031976","plastid thylakoid",7,2,2.19,1,"CC"
"206","GO:0019867","outer membrane",9,2,2.81,1,"CC"
"207","GO:0030054","cell junction",10,6,3.13,1,"CC"
"208","GO:0042651","thylakoid membrane",7,2,2.19,1,"CC"
"209","GO:0031090","organelle membrane",42,14,13.13,1,"CC"
"210","GO:0042579","microbody",6,2,1.88,1,"CC"
"211","GO:0055035","plastid thylakoid membrane",7,2,2.19,1,"CC"
"212","GO:0009532","plastid stroma",14,5,4.38,1,"CC"
"213","GO:0009534","chloroplast thylakoid",7,2,2.19,1,"CC"
"214","GO:0098827","endoplasmic reticulum subcompartment",9,5,2.81,1,"CC"
"215","GO:0110165","cellular anatomical entity",322,100,100.69,1,"CC"
"216","GO:0043226","organelle",203,65,63.48,1,"CC"
"217","GO:0043227","membrane-bounded organelle",196,65,61.29,1,"CC"
"218","GO:0005575","cellular_component",323,101,101,1,"CC"
"219","GO:0098588","bounding membrane of organelle",25,6,7.82,1,"CC"
"220","GO:0043228","non-membrane-bounded organelle",24,3,7.5,1,"CC"
"221","GO:0043229","intracellular organelle",202,64,63.16,1,"CC"
"222","GO:0009941","chloroplast envelope",13,3,4.07,1,"CC"
"223","GO:0070161","anchoring junction",10,6,3.13,1,"CC"
"224","GO:0034357","photosynthetic membrane",7,2,2.19,1,"CC"
"225","GO:0140513","nuclear protein-containing complex",5,2,1.56,1,"CC"
"226","GO:0071944","cell periphery",78,20,24.39,1,"CC"
