"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"GO:0005689"	"U12-type spliceosomal complex"	"7"	"4"	"1.83"	"0.08211"
"GO:0030688"	"preribosome, small subunit precursor"	"10"	"5"	"2.62"	"0.09285"
"GO:0071007"	"U2-type catalytic step 2 spliceosome"	"10"	"5"	"2.62"	"0.09285"
"GO:0000151"	"ubiquitin ligase complex"	"135"	"49"	"35.37"	"0.09685"
"GO:0071013"	"catalytic step 2 spliceosome"	"26"	"12"	"6.81"	"0.09800"
"GO:0031902"	"late endosome membrane"	"25"	"10"	"6.55"	"0.09823"
"GO:0005776"	"autophagosome"	"20"	"8"	"5.24"	"0.09832"
"GO:0000776"	"kinetochore"	"26"	"9"	"6.81"	"0.09840"
"GO:0000138"	"Golgi trans cisterna"	"29"	"11"	"7.6"	"0.11222"
"GO:0042645"	"mitochondrial nucleoid"	"6"	"4"	"1.57"	"0.11647"
"GO:0031519"	"PcG protein complex"	"10"	"5"	"2.62"	"0.11647"
"GO:0031314"	"extrinsic component of mitochondrial inner membrane"	"5"	"3"	"1.31"	"0.11653"
"GO:0005871"	"kinesin complex"	"20"	"8"	"5.24"	"0.12670"
"GO:0005905"	"clathrin-coated pit"	"23"	"10"	"6.03"	"0.13059"
"GO:0030665"	"clathrin-coated vesicle membrane"	"26"	"11"	"6.81"	"0.13075"
"GO:0031901"	"early endosome membrane"	"17"	"7"	"4.45"	"0.13083"
"GO:0005685"	"U1 snRNP"	"8"	"4"	"2.1"	"0.13102"
"GO:0005880"	"nuclear microtubule"	"8"	"4"	"2.1"	"0.13102"
"GO:0016363"	"nuclear matrix"	"8"	"4"	"2.1"	"0.13102"
"GO:0032588"	"trans-Golgi network membrane"	"14"	"6"	"3.67"	"0.13386"
"GO:0042555"	"MCM complex"	"11"	"5"	"2.88"	"0.13472"
"GO:0009523"	"photosystem II"	"48"	"14"	"12.58"	"0.13749"
"GO:0031410"	"cytoplasmic vesicle"	"495"	"160"	"129.69"	"0.13973"
"GO:0032580"	"Golgi cisterna membrane"	"37"	"13"	"9.69"	"0.14702"
"GO:0043231"	"intracellular membrane-bounded organelle"	"7864"	"2207"	"2060.38"	"0.15256"
"GO:0016324"	"apical plasma membrane"	"18"	"7"	"4.72"	"0.16792"
"GO:0000785"	"chromatin"	"172"	"56"	"45.06"	"0.17776"
"GO:0005802"	"trans-Golgi network"	"140"	"44"	"36.68"	"0.17840"
"GO:0034702"	"monoatomic ion channel complex"	"20"	"8"	"5.24"	"0.18314"
"GO:0005667"	"transcription regulator complex"	"90"	"26"	"23.58"	"0.18320"
"GO:0022626"	"cytosolic ribosome"	"73"	"21"	"19.13"	"0.18329"
"GO:0000159"	"protein phosphatase type 2A complex"	"12"	"5"	"3.14"	"0.18330"
"GO:0000148"	"1,3-beta-D-glucan synthase complex"	"6"	"3"	"1.57"	"0.18882"
"GO:0071782"	"endoplasmic reticulum tubular network"	"13"	"4"	"3.41"	"0.18893"
"GO:0000145"	"exocyst"	"29"	"10"	"7.6"	"0.20725"
"GO:0005654"	"nucleoplasm"	"341"	"92"	"89.34"	"0.21726"
"GO:0009536"	"plastid"	"1661"	"393"	"435.18"	"0.22244"
"GO:0031011"	"Ino80 complex"	"16"	"6"	"4.19"	"0.22247"
"GO:0022625"	"cytosolic large ribosomal subunit"	"40"	"13"	"10.48"	"0.22947"
"GO:0031201"	"SNARE complex"	"23"	"8"	"6.03"	"0.23630"
"GO:0055028"	"cortical microtubule"	"33"	"12"	"8.65"	"0.24194"
"GO:0080008"	"Cul4-RING E3 ubiquitin ligase complex"	"47"	"15"	"12.31"	"0.24453"
"GO:0005829"	"cytosol"	"1191"	"326"	"312.04"	"0.24554"
"GO:0005643"	"nuclear pore"	"44"	"15"	"11.53"	"0.25997"
"GO:0031985"	"Golgi cisterna"	"97"	"32"	"25.41"	"0.26153"
"GO:0016471"	"vacuolar proton-transporting V-type ATPase complex"	"8"	"6"	"2.1"	"0.26175"
"GO:0014069"	"postsynaptic density"	"6"	"5"	"1.57"	"0.26179"
