"GO.ID"	"Term"	"Annotated"	"Significant"	"Expected"	"classicFisher"
"GO:0003785"	"actin monomer binding"	"4"	"3"	"0.56"	"0.00963"
"GO:0016597"	"amino acid binding"	"13"	"7"	"1.81"	"0.01148"
"GO:0015250"	"water channel activity"	"15"	"6"	"2.09"	"0.01168"
"GO:0032050"	"clathrin heavy chain binding"	"15"	"6"	"2.09"	"0.01168"
"GO:0030527"	"structural constituent of chromatin"	"34"	"10"	"4.73"	"0.01452"
"GO:0030170"	"pyridoxal phosphate binding"	"71"	"17"	"9.87"	"0.01581"
"GO:0052894"	"norspermine:oxygen oxidoreductase activity"	"8"	"4"	"1.11"	"0.01637"
"GO:0052901"	"spermine:oxygen oxidoreductase (spermidine-forming) activity"	"8"	"4"	"1.11"	"0.01637"
"GO:0016208"	"AMP binding"	"8"	"4"	"1.11"	"0.01637"
"GO:0004185"	"serine-type carboxypeptidase activity"	"35"	"10"	"4.87"	"0.01786"
"GO:0003954"	"NADH dehydrogenase activity"	"24"	"8"	"3.34"	"0.01927"
"GO:0004673"	"protein histidine kinase activity"	"12"	"5"	"1.67"	"0.01930"
"GO:0140359"	"ABC-type transporter activity"	"74"	"17"	"10.29"	"0.01932"
"GO:0015172"	"acidic amino acid transmembrane transporter activity"	"7"	"3"	"0.97"	"0.01933"
"GO:0004337"	"geranyltranstransferase activity"	"8"	"4"	"1.11"	"0.02156"
"GO:0003825"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0010279"	"indole-3-acetic acid amido synthetase activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0034647"	"histone H3K4me/H3K4me2/H3K4me3 demethylase activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0004069"	"L-aspartate:2-oxoglutarate aminotransferase activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0004161"	"dimethylallyltranstransferase activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0004143"	"ATP-dependent diacylglycerol kinase activity"	"5"	"3"	"0.7"	"0.02158"
"GO:0004564"	"beta-fructofuranosidase activity"	"14"	"6"	"1.95"	"0.02620"
"GO:0008865"	"fructokinase activity"	"9"	"4"	"1.25"	"0.02627"
"GO:0005516"	"calmodulin binding"	"183"	"35"	"25.45"	"0.02951"
"GO:0000976"	"transcription cis-regulatory region binding"	"405"	"66"	"56.33"	"0.03751"
"GO:0106286"	"(E)-caffeate-CoA ligase activity"	"6"	"3"	"0.83"	"0.03873"
"GO:0004739"	"pyruvate dehydrogenase (acetyl-transferring) activity"	"6"	"3"	"0.83"	"0.03873"
"GO:0004340"	"glucokinase activity"	"6"	"3"	"0.83"	"0.03873"
"GO:0000285"	"1-phosphatidylinositol-3-phosphate 5-kinase activity"	"6"	"3"	"0.83"	"0.03873"
"GO:0008753"	"NADPH dehydrogenase (quinone) activity"	"6"	"3"	"0.83"	"0.03873"
"GO:0051753"	"mannan synthase activity"	"19"	"6"	"2.64"	"0.03883"
"GO:0009044"	"xylan 1,4-beta-xylosidase activity"	"10"	"4"	"1.39"	"0.03905"
"GO:0008889"	"glycerophosphodiester phosphodiesterase activity"	"10"	"4"	"1.39"	"0.03905"
"GO:0016760"	"cellulose synthase (UDP-forming) activity"	"24"	"7"	"3.34"	"0.04005"
"GO:0004568"	"chitinase activity"	"18"	"6"	"2.5"	"0.04652"
"GO:0004864"	"protein phosphatase inhibitor activity"	"15"	"5"	"2.09"	"0.04658"
"GO:0016788"	"hydrolase activity, acting on ester bonds"	"720"	"107"	"100.14"	"0.04670"
"GO:0005504"	"fatty acid binding"	"11"	"4"	"1.53"	"0.05477"
"GO:0019902"	"phosphatase binding"	"19"	"5"	"2.64"	"0.05479"
"GO:0008289"	"lipid binding"	"237"	"46"	"32.96"	"0.06056"
"GO:0034485"	"phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase activity"	"7"	"3"	"0.97"	"0.06089"
"GO:0001872"	"(1->3)-beta-D-glucan binding"	"7"	"3"	"0.97"	"0.06089"
"GO:0033926"	"glycopeptide alpha-N-acetylgalactosaminidase activity"	"7"	"3"	"0.97"	"0.06089"
"GO:0015175"	"neutral L-amino acid transmembrane transporter activity"	"7"	"3"	"0.97"	"0.06089"
"GO:0005471"	"ATP:ADP antiporter activity"	"7"	"3"	"0.97"	"0.06089"
"GO:0005506"	"iron ion binding"	"207"	"38"	"28.79"	"0.06356"
"GO:0022857"	"transmembrane transporter activity"	"865"	"149"	"120.31"	"0.07127"
"GO:0005262"	"calcium channel activity"	"12"	"4"	"1.67"	"0.07339"
"GO:0050136"	"NADH dehydrogenase (quinone) activity"	"22"	"6"	"3.06"	"0.07441"
"GO:0016829"	"lyase activity"	"284"	"59"	"39.5"	"0.07470"
"GO:0005536"	"glucose binding"	"8"	"3"	"1.11"	"0.08760"
"GO:0047517"	"1,4-beta-D-xylan synthase activity"	"8"	"3"	"1.11"	"0.08760"
"GO:0004439"	"phosphatidylinositol-4,5-bisphosphate 5-phosphatase activity"	"8"	"3"	"1.11"	"0.08760"
"GO:0016762"	"xyloglucan:xyloglucosyl transferase activity"	"18"	"5"	"2.5"	"0.09359"
