"","GO.ID","Term","Annotated","Significant","Expected","weight01","Ontology"
"63","GO:0030042","actin filament depolymerization",17,2,0.62,0.1251,"BP"
"64","GO:0008285","negative regulation of cell population p...",17,2,0.62,0.1251,"BP"
"65","GO:0009062","fatty acid catabolic process",28,2,1.02,0.1375,"BP"
"66","GO:0030244","cellulose biosynthetic process",55,4,2,0.1385,"BP"
"67","GO:0016070","RNA metabolic process",2571,86,93.35,0.1406,"BP"
"68","GO:0006508","proteolysis",690,35,25.05,0.1451,"BP"
"69","GO:0010114","response to red light",19,2,0.69,0.1501,"BP"
"70","GO:0031408","oxylipin biosynthetic process",19,2,0.69,0.1501,"BP"
"71","GO:0046856","phosphatidylinositol dephosphorylation",19,2,0.69,0.1501,"BP"
"72","GO:0060918","auxin transport",90,4,3.27,0.1505,"BP"
"73","GO:0051082","unfolded protein binding",83,9,2.99,0.0029,"MF"
"74","GO:0047334","diphosphate-fructose-6-phosphate 1-phosp...",3,2,0.11,0.0038,"MF"
"75","GO:0003729","mRNA binding",452,28,16.26,0.0055,"MF"
"76","GO:0047631","ADP-ribose diphosphatase activity",4,2,0.14,0.0074,"MF"
"77","GO:0046923","ER retention sequence binding",4,2,0.14,0.0074,"MF"
"78","GO:0070403","NAD+ binding",12,3,0.43,0.008,"MF"
"79","GO:0030544","Hsp70 protein binding",12,3,0.43,0.008,"MF"
"80","GO:0003743","translation initiation factor activity",82,8,2.95,0.0092,"MF"
"81","GO:0008453","alanine-glyoxylate transaminase activity",5,2,0.18,0.012,"MF"
"82","GO:0070696","transmembrane receptor protein serine/th...",5,2,0.18,0.012,"MF"
"83","GO:0003756","protein disulfide isomerase activity",15,3,0.54,0.0152,"MF"
"84","GO:0048040","UDP-glucuronate decarboxylase activity",6,2,0.22,0.0176,"MF"
"85","GO:0005247","voltage-gated chloride channel activity",7,2,0.25,0.0241,"MF"
"86","GO:0005525","GTP binding",202,13,7.27,0.0309,"MF"
"87","GO:0010011","auxin binding",8,2,0.29,0.0313,"MF"
"88","GO:0003872","6-phosphofructokinase activity",8,2,0.29,0.0313,"MF"
"89","GO:0003746","translation elongation factor activity",34,4,1.22,0.0327,"MF"
"90","GO:0032977","membrane insertase activity",9,2,0.32,0.0393,"MF"
"91","GO:0009881","photoreceptor activity",14,3,0.5,0.0478,"MF"
"92","GO:0000822","inositol hexakisphosphate binding",10,2,0.36,0.048,"MF"
"93","GO:0140662","ATP-dependent protein folding chaperone",41,4,1.47,0.0588,"MF"
"94","GO:0004714","transmembrane receptor protein tyrosine ...",26,3,0.94,0.0652,"MF"
"95","GO:0004630","phospholipase D activity",12,2,0.43,0.0672,"MF"
"96","GO:0070290","N-acylphosphatidylethanolamine-specific ...",12,2,0.43,0.0672,"MF"
"97","GO:0004722","protein serine/threonine phosphatase act...",111,5,3.99,0.0706,"MF"
"98","GO:0005524","ATP binding",1923,80,69.18,0.0865,"MF"
"99","GO:0043424","protein histidine kinase binding",14,2,0.5,0.0884,"MF"
"100","GO:0004445","inositol-polyphosphate 5-phosphatase act...",14,2,0.5,0.0884,"MF"
"101","GO:0051015","actin filament binding",52,4,1.87,0.1164,"MF"
"102","GO:0047262","polygalacturonate 4-alpha-galacturonosyl...",17,2,0.61,0.1232,"MF"
"103","GO:0003714","transcription corepressor activity",18,2,0.65,0.1354,"MF"
"104","GO:0003924","GTPase activity",144,8,5.18,0.1479,"MF"
"105","GO:0015035","protein-disulfide reductase activity",19,2,0.68,0.1479,"MF"
"106","GO:0019900","kinase binding",84,6,3.02,0.1545,"MF"
"107","GO:0046961","proton-transporting ATPase activity, rot...",20,2,0.72,0.1607,"MF"
"108","GO:0043621","protein self-association",81,5,2.91,0.1666,"MF"
"109","GO:0044390","ubiquitin-like protein conjugating enzym...",20,2,0.72,0.1673,"MF"
"110","GO:0016757","glycosyltransferase activity",492,21,17.7,0.1675,"MF"
"111","GO:0000166","nucleotide binding",2452,108,88.21,0.1681,"MF"
"112","GO:0042802","identical protein binding",252,13,9.07,0.1705,"MF"
"113","GO:0016887","ATP hydrolysis activity",448,20,16.12,0.1883,"MF"
"114","GO:0003724","RNA helicase activity",87,5,3.13,0.2036,"MF"
"115","GO:0071949","FAD binding",44,3,1.58,0.21,"MF"
"116","GO:0005515","protein binding",3321,132,119.47,0.2116,"MF"
"117","GO:0033612","receptor serine/threonine kinase binding",29,4,1.04,0.2118,"MF"
"118","GO:0003713","transcription coactivator activity",24,2,0.86,0.2131,"MF"
"119","GO:0016760","cellulose synthase (UDP-forming) activit...",24,2,0.86,0.2131,"MF"
"120","GO:0004190","aspartic-type endopeptidase activity",66,4,2.37,0.2131,"MF"
"121","GO:0032182","ubiquitin-like protein binding",56,4,2.01,0.2257,"MF"
"122","GO:0031369","translation initiation factor binding",9,2,0.32,0.2259,"MF"
"123","GO:0019104","DNA N-glycosylase activity",14,2,0.5,0.2537,"MF"
"124","GO:0005788","endoplasmic reticulum lumen",25,5,0.9,0.0017,"CC"
"125","GO:0080008","Cul4-RING E3 ubiquitin ligase complex",47,6,1.69,0.0064,"CC"
"126","GO:0019005","SCF ubiquitin ligase complex",50,6,1.8,0.0087,"CC"
"127","GO:0005829","cytosol",1191,57,42.81,0.0149,"CC"
"128","GO:0009538","photosystem I reaction center",6,2,0.22,0.0176,"CC"
"129","GO:0032578","aleurone grain membrane",6,2,0.22,0.0176,"CC"
"130","GO:0019774","proteasome core complex, beta-subunit co...",7,2,0.25,0.024,"CC"
"131","GO:0034707","chloride channel complex",8,2,0.29,0.0313,"CC"
"132","GO:0012505","endomembrane system",1665,73,59.85,0.0347,"CC"
"133","GO:0030127","COPII vesicle coat",9,2,0.32,0.0393,"CC"
"134","GO:0031969","chloroplast membrane",241,13,8.66,0.0424,"CC"
"135","GO:0005737","cytoplasm",6561,264,235.84,0.0467,"CC"
"136","GO:0005794","Golgi apparatus",735,31,26.42,0.0507,"CC"
"137","GO:0042651","thylakoid membrane",237,12,8.52,0.0568,"CC"
"138","GO:0009507","chloroplast",1510,71,54.28,0.0574,"CC"
"139","GO:0045211","postsynaptic membrane",7,2,0.25,0.0705,"CC"
"140","GO:0009506","plasmodesma",265,14,9.53,0.0972,"CC"
"141","GO:0031902","late endosome membrane",25,3,0.9,0.1108,"CC"
"142","GO:0005765","lysosomal membrane",17,2,0.61,0.123,"CC"
"143","GO:0005852","eukaryotic translation initiation factor...",18,2,0.65,0.1352,"CC"
"144","GO:0033290","eukaryotic 48S preinitiation complex",18,2,0.65,0.1352,"CC"
"145","GO:0016282","eukaryotic 43S preinitiation complex",18,2,0.65,0.1352,"CC"
"146","GO:0031519","PcG protein complex",10,2,0.36,0.167,"CC"
"147","GO:0005643","nuclear pore",44,4,1.58,0.1903,"CC"
"148","GO:0005634","nucleus",3988,152,143.35,0.2008,"CC"
"149","GO:0005635","nuclear envelope",117,7,4.21,0.2117,"CC"
"150","GO:0009536","plastid",1660,78,59.67,0.2283,"CC"
"151","GO:0005681","spliceosomal complex",118,6,4.24,0.2433,"CC"
"152","GO:0005886","plasma membrane",1656,66,59.53,0.2625,"CC"
"153","GO:0016607","nuclear speck",73,4,2.62,0.2674,"CC"
"154","GO:0009535","chloroplast thylakoid membrane",221,10,7.94,0.2728,"CC"
"155","GO:0005777","peroxisome",165,7,5.93,0.2761,"CC"
"156","GO:0005811","lipid droplet",32,2,1.15,0.3204,"CC"
"157","GO:0009579","thylakoid",302,13,10.86,0.3306,"CC"
"158","GO:0030665","clathrin-coated vesicle membrane",26,2,0.93,0.3553,"CC"
"159","GO:0009570","chloroplast stroma",353,16,12.69,0.3601,"CC"
"160","GO:0005774","vacuolar membrane",185,9,6.65,0.3632,"CC"
"161","GO:0000325","plant-type vacuole",238,9,8.55,0.3661,"CC"
"162","GO:0048471","perinuclear region of cytoplasm",36,2,1.29,0.3731,"CC"
"163","GO:0005654","nucleoplasm",341,15,12.26,0.3769,"CC"
"164","GO:0032580","Golgi cisterna membrane",37,2,1.33,0.386,"CC"
"165","GO:0043231","intracellular membrane-bounded organelle",7864,303,282.67,0.4093,"CC"
"166","GO:0022625","cytosolic large ribosomal subunit",40,2,1.44,0.4241,"CC"
"167","GO:0031410","cytoplasmic vesicle",495,20,17.79,0.4346,"CC"
"168","GO:0071013","catalytic step 2 spliceosome",26,2,0.93,0.443,"CC"
"169","GO:0000123","histone acetyltransferase complex",30,2,1.08,0.4431,"CC"
"170","GO:0005730","nucleolus",284,11,10.21,0.4437,"CC"
"171","GO:0005773","vacuole",438,18,15.74,0.4789,"CC"
"172","GO:0009706","chloroplast inner membrane",72,3,2.59,0.4817,"CC"
"173","GO:0005741","mitochondrial outer membrane",47,3,1.69,0.4836,"CC"
"174","GO:0000139","Golgi membrane",376,14,13.52,0.4853,"CC"
"175","GO:0015630","microtubule cytoskeleton",255,9,9.17,0.5018,"CC"
"176","GO:0031977","thylakoid lumen",52,2,1.87,0.5625,"CC"
"177","GO:0000151","ubiquitin ligase complex",135,13,4.85,0.5628,"CC"
"178","GO:0031966","mitochondrial membrane",249,9,8.95,0.5696,"CC"
"179","GO:0005783","endoplasmic reticulum",774,29,27.82,0.574,"CC"
"180","GO:0005856","cytoskeleton",357,12,12.83,0.6138,"CC"
"181","GO:0016020","membrane",5592,208,201.01,0.6299,"CC"
"182","GO:0005743","mitochondrial inner membrane",185,5,6.65,0.6458,"CC"
"183","GO:0000502","proteasome complex",47,3,1.69,0.6534,"CC"
"184","GO:0030136","clathrin-coated vesicle",57,3,2.05,0.6781,"CC"
"185","GO:0009707","chloroplast outer membrane",65,2,2.34,0.6838,"CC"
"186","GO:0005768","endosome",303,10,10.89,0.6869,"CC"
"187","GO:0005739","mitochondrion",1000,33,35.95,0.6911,"CC"
"188","GO:0005576","extracellular region",759,22,27.28,0.6929,"CC"
"189","GO:0005759","mitochondrial matrix",114,4,4.1,0.7496,"CC"
"190","GO:0009705","plant-type vacuole membrane",76,2,2.73,0.7636,"CC"
"191","GO:1990234","transferase complex",401,22,14.41,0.8019,"CC"
"192","GO:0005874","microtubule",196,5,7.05,0.8324,"CC"
"193","GO:0005789","endoplasmic reticulum membrane",431,13,15.49,0.8362,"CC"
"194","GO:0009941","chloroplast envelope",334,15,12.01,0.8487,"CC"
"195","GO:0000428","DNA-directed RNA polymerase complex",101,3,3.63,0.8561,"CC"
"196","GO:0009505","plant-type cell wall",98,2,3.52,0.8723,"CC"
"197","GO:1990904","ribonucleoprotein complex",533,20,19.16,0.8838,"CC"
"198","GO:0005802","trans-Golgi network",140,3,5.03,0.884,"CC"
"199","GO:0010008","endosome membrane",144,6,5.18,0.9054,"CC"
"200","GO:0000785","chromatin",172,5,6.18,0.9079,"CC"
"201","GO:0048046","apoplast",153,3,5.5,0.9168,"CC"
"202","GO:0005840","ribosome",265,5,9.53,0.9729,"CC"
"203","GO:0097060","synaptic membrane",7,2,0.25,1,"CC"
"204","GO:0098588","bounding membrane of organelle",1088,46,39.11,1,"CC"
"205","GO:0097708","intracellular vesicle",498,20,17.9,1,"CC"
"206","GO:0005938","cell cortex",83,2,2.98,1,"CC"
"207","GO:0098852","lytic vacuole membrane",17,2,0.61,1,"CC"
"208","GO:0033095","aleurone grain",6,2,0.22,1,"CC"
"209","GO:0042579","microbody",165,7,5.93,1,"CC"
"210","GO:0005622","intracellular anatomical structure",9342,358,335.8,1,"CC"
"211","GO:0005764","lysosome",36,2,1.29,1,"CC"
"212","GO:0005575","cellular_component",12519,450,450,1,"CC"
"213","GO:0019866","organelle inner membrane",259,8,9.31,1,"CC"
"214","GO:0019867","outer membrane",335,15,12.04,1,"CC"
"215","GO:0030120","vesicle coat",33,3,1.19,1,"CC"
"216","GO:0043232","intracellular non-membrane-bounded organ...",1589,49,57.12,1,"CC"
"217","GO:0043233","organelle lumen",814,33,29.26,1,"CC"
"218","GO:0005618","cell wall",103,2,3.7,1,"CC"
"219","GO:1902493","acetyltransferase complex",33,2,1.19,1,"CC"
"220","GO:1902494","catalytic complex",746,37,26.82,1,"CC"
"221","GO:0048475","coated membrane",49,4,1.76,1,"CC"
"222","GO:1902495","transmembrane transporter complex",55,3,1.98,1,"CC"
"223","GO:0098827","endoplasmic reticulum subcompartment",433,13,15.56,1,"CC"
